,Student_ID,Action_Types,Action_Time,Cur_Proficiency
3100,267,AT65,5,"{0: 2, 1: 3, 4: 2}"
3101,267,49,20,
3102,267,AT69,17,"{3: 1, 4: 3}"
3103,267,1,10,
3104,267,49,32,
3105,267,AT56,53,"{0: 2, 2: 4}"
3106,267,25,32,
3107,267,48,21,
3108,267,Final Exam,90,"[3, 3, 4, 2, 4]"
3109,268,Prior Assessment Test,90,"[0, 3, 1, 0, 1]"
3110,268,39,7,
3111,268,45,14,
3112,268,15,46,
3113,268,21,38,
3114,268,32,1,
3115,268,31,15,
3116,268,21,24,
3117,268,21,45,
3118,268,Final Exam,90,"[0, 4, 4, 2, 4]"
3119,269,Prior Assessment Test,90,"[1, 0, 1, 2, 1]"
3120,269,4,31,
3121,269,43,35,
3122,269,44,1,
3123,269,AT51,48,"{2: 2, 3: 4}"
3124,269,8,26,
3125,269,40,2,
3126,269,AT67,33,"{0: 1, 2: 3, 3: 4, 4: 3}"
3127,269,48,40,
3128,269,23,5,
3129,269,AT67,2,"{0: 1, 2: 4, 3: 4, 4: 4}"
3130,269,Final Exam,90,"[1, 3, 4, 4, 4]"
3131,270,Prior Assessment Test,90,"[2, 1, 0, 1, 2]"
3132,270,AT64,12,"{0: 2, 1: 1, 3: 2}"
3133,270,34,38,
3134,270,25,34,
3135,270,30,9,
3136,270,AT52,20,"{1: 1, 2: 1}"
3137,270,1,33,
3138,270,45,17,
3139,270,3,16,
3140,270,45,33,
3141,270,Final Exam,90,"[4, 3, 4, 3, 4]"
3142,271,Prior Assessment Test,90,"[1, 0, 1, 1, 0]"
3143,271,43,57,
3144,271,AT55,26,"{2: 3, 4: 0}"
3145,271,1,4,
3146,271,AT62,22,"{0: 1, 2: 4, 3: 2}"
3147,271,31,2,
3148,271,12,4,
3149,271,40,45,
3150,271,AT68,13,"{0: 2, 2: 4, 3: 3, 4: 2}"
3151,271,1,27,
3152,271,Final Exam,90,"[3, 0, 4, 3, 2]"
3153,272,Prior Assessment Test,90,"[2, 1, 1, 0, 0]"
3154,272,AT52,3,"{1: 2, 2: 1}"
3155,272,AT59,12,"{0: 2, 4: 1}"
3156,272,47,37,
3157,272,23,35,
3158,272,AT63,9,"{0: 4, 3: 0, 4: 1}"
3159,272,9,1,
3160,272,AT58,5,"{0: 4, 1: 4, 2: 3}"
3161,272,49,15,
3162,272,Final Exam,90,"[4, 4, 4, 0, 1]"
3163,273,Prior Assessment Test,90,"[1, 1, 1, 3, 1]"
3164,273,22,5,
3165,273,43,33,
3166,273,47,18,
3167,273,20,19,
3168,273,Final Exam,90,"[4, 1, 4, 3, 1]"
3169,274,Prior Assessment Test,90,"[1, 0, 1, 1, 0]"
3170,274,44,13,
3171,274,AT53,1,"{0: 1, 1: 1, 4: 2}"
3172,274,32,30,
3173,274,34,17,
3174,274,10,29,
3175,274,21,10,
3176,274,39,35,
3177,274,AT65,1,"{0: 1, 1: 3, 4: 3}"
3178,274,32,3,
3179,274,Final Exam,90,"[1, 3, 4, 2, 4]"
3180,275,Prior Assessment Test,90,"[3, 0, 0, 0, 3]"
3181,275,18,52,
3182,275,18,48,
3183,275,5,26,
3184,275,41,23,
3185,275,AT52,15,"{1: 2, 2: 2}"
3186,275,36,54,
3187,275,22,18,
3188,275,Final Exam,90,"[4, 4, 2, 0, 4]"
3189,276,Prior Assessment Test,90,"[1, 1, 1, 0, 1]"
3190,276,32,23,
3191,276,AT63,7,"{0: 1, 3: 0, 4: 3}"
3192,276,25,8,
3193,276,26,40,
3194,276,32,40,
3195,276,AT53,9,"{0: 2, 1: 3, 4: 4}"
3196,276,Final Exam,90,"[2, 3, 3, 0, 4]"
3197,277,Prior Assessment Test,90,"[1, 0, 0, 1, 3]"
3198,277,48,49,
3199,277,44,32,
3200,277,AT52,55,"{1: 2, 2: 0}"
3201,277,17,34,
3202,277,AT65,7,"{0: 2, 1: 4, 4: 4}"
3203,277,4,60,
3204,277,AT64,31,"{0: 4, 1: 4, 3: 1}"
3205,277,33,37,
3206,277,0,35,
3207,277,18,11,
3208,277,1,3,
3209,277,18,38,
3210,277,Final Exam,90,"[4, 4, 3, 4, 4]"
3211,278,Prior Assessment Test,90,"[0, 1, 0, 0, 0]"
3212,278,AT53,5,"{0: 0, 1: 1, 4: 2}"
3213,278,31,26,
3214,278,31,16,
3215,278,26,37,
3216,278,AT65,9,"{0: 1, 1: 2, 4: 4}"
3217,278,39,58,
3218,278,48,34,
3219,278,48,17,
3220,278,18,13,
3221,278,38,8,
3222,278,Final Exam,90,"[3, 3, 4, 0, 4]"
3223,279,Prior Assessment Test,90,"[0, 0, 0, 0, 1]"
3224,279,40,48,
3225,279,48,2,
3226,279,Final Exam,90,"[0, 1, 0, 0, 4]"
3227,280,Prior Assessment Test,90,"[0, 0, 0, 0, 1]"
3228,280,44,28,
3229,280,49,7,
3230,280,40,5,
3231,280,40,57,
3232,280,41,5,
3233,280,48,13,
3234,280,26,9,
3235,280,39,20,
3236,280,32,4,
3237,280,Final Exam,90,"[1, 4, 3, 0, 4]"
3238,281,Prior Assessment Test,90,"[1, 0, 1, 0, 0]"
3239,281,31,59,
3240,281,26,18,
3241,281,25,46,
3242,281,40,16,
3243,281,AT53,23,"{0: 1, 1: 1, 4: 4}"
3244,281,49,8,
3245,281,8,5,
3246,281,26,9,
3247,281,10,38,
3248,281,Final Exam,90,"[3, 4, 1, 1, 4]"
3249,282,Prior Assessment Test,90,"[0, 0, 0, 0, 1]"
3250,282,14,60,
3251,282,25,38,
3252,282,44,18,
3253,282,AT52,40,"{1: 2, 2: 0}"
3254,282,26,1,
3255,282,44,4,
3256,282,48,14,
3257,282,26,49,
3258,282,22,60,
3259,282,41,33,
3260,282,39,12,
3261,282,39,44,
3262,282,32,59,
3263,282,21,41,
3264,282,12,13,
3265,282,6,52,
3266,282,Final Exam,90,"[4, 4, 4, 4, 4]"
3267,283,Prior Assessment Test,90,"[2, 1, 0, 1, 1]"
3268,283,AT53,33,"{0: 2, 1: 1, 4: 2}"
3269,283,4,12,
3270,283,31,22,
3271,283,27,2,
3272,283,48,16,
3273,283,Final Exam,90,"[4, 2, 0, 1, 4]"
3274,284,Prior Assessment Test,90,"[0, 1, 0, 0, 0]"
3275,284,49,36,
3276,284,21,11,
3277,284,41,37,
3278,284,39,2,
3279,284,43,10,
3280,284,15,29,
3281,284,45,52,
3282,284,40,49,
3283,284,17,3,
3284,284,AT64,10,"{0: 3, 1: 4, 3: 0}"
3285,284,AT58,15,"{0: 4, 1: 4, 2: 4}"
3286,284,21,12,
3287,284,AT55,60,"{2: 4, 4: 2}"
3288,284,48,5,
3289,284,Final Exam,90,"[4, 4, 4, 0, 3]"
3290,285,Prior Assessment Test,90,"[2, 0, 1, 2, 1]"
3291,285,AT53,1,"{0: 2, 1: 1, 4: 1}"
3292,285,4,54,
3293,285,45,55,
3294,285,41,38,
3295,285,0,42,
3296,285,33,50,
3297,285,9,15,
3298,285,AT57,34,"{1: 2, 2: 4}"
3299,285,12,1,
3300,285,12,36,
3301,285,15,16,
3302,285,AT58,17,"{0: 4, 1: 4, 2: 4}"
3303,285,AT63,25,"{0: 4, 3: 4, 4: 3}"
3304,285,18,34,
3305,285,Final Exam,90,"[4, 4, 4, 4, 4]"
3306,286,Prior Assessment Test,90,"[1, 0, 0, 1, 0]"
3307,286,34,22,
3308,286,AT53,8,"{0: 1, 1: 1, 4: 1}"
3309,286,49,30,
3310,286,39,52,
3311,286,26,4,
3312,286,AT65,32,"{0: 2, 1: 3, 4: 2}"
3313,286,AT64,35,"{0: 2, 1: 3, 3: 3}"
3314,286,AT53,36,"{0: 2, 1: 3, 4: 3}"
3315,286,AT66,4,"{1: 4, 2: 0, 3: 3, 4: 3}"
3316,286,0,19,
3317,286,11,1,
3318,286,23,21,
3319,286,AT68,19,"{0: 4, 2: 1, 3: 4, 4: 4}"
3320,286,Final Exam,90,"[4, 4, 1, 4, 4]"
3321,287,Prior Assessment Test,90,"[0, 1, 0, 1, 1]"
3322,287,40,6,
3323,287,AT52,14,"{1: 2, 2: 0}"
3324,287,25,32,
3325,287,8,45,
3326,287,41,2,
3327,287,26,46,
3328,287,17,47,
3329,287,26,60,
3330,287,Final Exam,90,"[3, 4, 0, 1, 4]"
3331,288,Prior Assessment Test,90,"[1, 1, 0, 1, 1]"
3332,288,40,44,
3333,288,31,17,
3334,288,49,30,
3335,288,26,6,
3336,288,AT52,2,"{1: 3, 2: 0}"
3337,288,AT53,15,"{0: 4, 1: 3, 4: 4}"
3338,288,33,25,
3339,288,AT66,57,"{1: 3, 2: 0, 3: 3, 4: 4}"
3340,288,Final Exam,90,"[4, 3, 0, 3, 4]"
3341,289,Prior Assessment Test,90,"[1, 0, 0, 0, 0]"
3342,289,44,59,
3343,289,AT52,12,"{1: 1, 2: 1}"
3344,289,AT53,3,"{0: 1, 1: 2, 4: 3}"
3345,289,12,27,
3346,289,AT52,6,"{1: 3, 2: 2}"
3347,289,12,24,
3348,289,49,54,
3349,289,21,41,
3350,289,Final Exam,90,"[1, 4, 4, 1, 4]"
3351,290,Prior Assessment Test,90,"[1, 0, 0, 2, 0]"
3352,290,AT53,43,"{0: 1, 1: 1, 4: 0}"
3353,290,AT63,13,"{0: 1, 3: 2, 4: 1}"
3354,290,49,48,
3355,290,46,34,
3356,290,22,29,
3357,290,48,46,
3358,290,23,10,
3359,290,23,24,
3360,290,AT51,32,"{2: 0, 3: 4}"
3361,290,Final Exam,90,"[4, 4, 0, 4, 4]"
3362,291,Prior Assessment Test,90,"[1, 0, 0, 1, 0]"
3363,291,34,45,
3364,291,26,1,
3365,291,48,39,
3366,291,25,49,
3367,291,0,26,
3368,291,0,10,
3369,291,AT68,33,"{0: 4, 2: 1, 3: 4, 4: 4}"
3370,291,Final Exam,90,"[4, 0, 1, 4, 4]"
3371,292,Prior Assessment Test,90,"[1, 1, 1, 0, 0]"
3372,292,AT53,42,"{0: 1, 1: 2, 4: 0}"
3373,292,44,24,
3374,292,47,20,
3375,292,AT56,57,"{0: 3, 2: 1}"
3376,292,21,4,
3377,292,AT64,6,"{0: 3, 1: 4, 3: 3}"
3378,292,39,31,
3379,292,30,11,
3380,292,29,6,
3381,292,Final Exam,90,"[4, 4, 4, 3, 0]"
3382,293,Prior Assessment Test,90,"[0, 0, 0, 1, 2]"
3383,293,AT69,3,"{3: 2, 4: 2}"
3384,293,AT66,50,"{1: 0, 2: 0, 3: 2, 4: 3}"
3385,293,44,3,
3386,293,AT51,5,"{2: 0, 3: 3}"
3387,293,48,17,
3388,293,AT65,4,"{0: 0, 1: 2, 4: 4}"
3389,293,26,54,
3390,293,8,1,
3391,293,26,46,
3392,293,41,3,
3393,293,11,55,
3394,293,AT54,28,"{0: 4, 1: 4, 2: 0, 3: 4}"
3395,293,AT68,11,"{0: 4, 2: 1, 3: 4, 4: 4}"
3396,293,49,24,
3397,293,43,28,
3398,293,Final Exam,90,"[4, 4, 4, 4, 4]"
3399,294,Prior Assessment Test,90,"[1, 1, 0, 1, 0]"
3400,294,49,18,
3401,294,34,31,
3402,294,AT51,49,"{2: 0, 3: 3}"
3403,294,AT52,55,"{1: 3, 2: 0}"
3404,294,4,4,
3405,294,AT65,53,"{0: 1, 1: 4, 4: 0}"
3406,294,AT65,26,"{0: 2, 1: 4, 4: 0}"
3407,294,39,10,
3408,294,AT51,2,"{2: 3, 3: 4}"
3409,294,Final Exam,90,"[2, 4, 3, 4, 0]"
3410,295,Prior Assessment Test,90,"[1, 1, 4, 0, 0]"
3411,295,31,53,
3412,295,AT57,4,"{1: 2, 2: 4}"
3413,295,AT57,11,"{1: 3, 2: 4}"
3414,295,44,7,
3415,295,17,42,
3416,295,14,12,
3417,295,10,25,
3418,295,12,18,
3419,295,19,10,
3420,295,46,26,
3421,295,10,25,
3422,295,Final Exam,90,"[4, 4, 4, 2, 4]"
3423,296,Prior Assessment Test,90,"[0, 1, 1, 1, 1]"
3424,296,9,22,
3425,296,AT65,42,"{0: 0, 1: 1, 4: 3}"
3426,296,32,46,
3427,296,AT52,4,"{1: 3, 2: 1}"
3428,296,48,37,
3429,296,AT51,24,"{2: 2, 3: 1}"
3430,296,9,1,
3431,296,Final Exam,90,"[0, 3, 3, 1, 4]"
3432,297,Prior Assessment Test,90,"[0, 1, 0, 3, 1]"
3433,297,40,18,
3434,297,8,12,
3435,297,40,9,
3436,297,3,23,
3437,297,44,32,
3438,297,AT51,58,"{2: 0, 3: 4}"
3439,297,23,47,
3440,297,AT68,51,"{0: 1, 2: 1, 3: 4, 4: 4}"
3441,297,23,37,
3442,297,Final Exam,90,"[2, 4, 1, 4, 4]"
3443,298,Prior Assessment Test,90,"[2, 0, 1, 1, 0]"
3444,298,AT53,18,"{0: 2, 1: 1, 4: 0}"
3445,298,AT56,13,"{0: 3, 2: 1}"
3446,298,40,46,
3447,298,4,59,
3448,298,AT56,21,"{0: 4, 2: 3}"
3449,298,33,14,
3450,298,17,41,
3451,298,12,10,
3452,298,12,1,
3453,298,0,3,
3454,298,Final Exam,90,"[4, 2, 3, 4, 2]"
3455,299,Prior Assessment Test,90,"[0, 1, 1, 1, 0]"
3456,299,44,2,
3457,299,43,26,
3458,299,40,43,
3459,299,AT55,54,"{2: 3, 4: 1}"
3460,299,43,25,
3461,299,15,45,
3462,299,21,59,
3463,299,1,11,
3464,299,3,2,
3465,299,46,42,
3466,299,Final Exam,90,"[0, 4, 4, 2, 4]"
3467,300,Prior Assessment Test,90,"[1, 0, 1, 1, 1]"
3468,300,47,13,
3469,300,34,24,
3470,300,45,42,
3471,300,26,20,
3472,300,10,5,
3473,300,44,4,
3474,300,43,15,
3475,300,47,34,
3476,300,49,31,
3477,300,10,46,
3478,300,10,40,
3479,300,Final Exam,90,"[3, 3, 4, 1, 4]"
3480,301,Prior Assessment Test,90,"[1, 0, 0, 1, 0]"
3481,301,31,7,
3482,301,26,59,
3483,301,41,53,
3484,301,49,43,
3485,301,39,20,
3486,301,12,3,
3487,301,AT56,43,"{0: 2, 2: 2}"
3488,301,AT54,22,"{0: 3, 1: 3, 2: 2, 3: 2}"
3489,301,45,30,
3490,301,46,56,
3491,301,Final Exam,90,"[3, 4, 3, 2, 1]"
3492,302,Prior Assessment Test,90,"[1, 1, 1, 3, 1]"
3493,302,12,17,
3494,302,26,6,
3495,302,9,19,
3496,302,32,44,
3497,302,6,8,
3498,302,3,29,
3499,302,49,31,
3500,302,49,10,
3501,302,38,24,
3502,302,AT63,17,"{0: 3, 3: 4, 4: 4}"
3503,302,Final Exam,90,"[3, 4, 4, 4, 4]"
3504,303,Prior Assessment Test,90,"[1, 1, 1, 1, 1]"
3505,303,17,24,
3506,303,12,15,
3507,303,39,1,
3508,303,49,23,
3509,303,AT69,11,"{3: 1, 4: 3}"
3510,303,12,26,
3511,303,AT64,59,"{0: 1, 1: 2, 3: 2}"
3512,303,44,25,
3513,303,AT57,3,"{1: 3, 2: 4}"
3514,303,AT64,5,"{0: 1, 1: 3, 3: 4}"
3515,303,Final Exam,90,"[1, 3, 4, 4, 4]"
3516,304,Prior Assessment Test,90,"[1, 1, 0, 1, 1]"
3517,304,AT53,30,"{0: 1, 1: 1, 4: 2}"
3518,304,34,2,
3519,304,49,12,
3520,304,AT68,10,"{0: 1, 2: 0, 3: 1, 4: 4}"
3521,304,AT68,34,"{0: 1, 2: 1, 3: 1, 4: 4}"
3522,304,39,11,
3523,304,44,51,
3524,304,26,24,
3525,304,47,5,
3526,304,49,11,
3527,304,21,50,
3528,304,34,16,
3529,304,Final Exam,90,"[4, 4, 4, 3, 4]"
3530,305,Prior Assessment Test,90,"[2, 2, 0, 0, 0]"
3531,305,AT65,19,"{0: 2, 1: 3, 4: 0}"
3532,305,41,9,
3533,305,21,32,
3534,305,AT59,8,"{0: 2, 4: 1}"
3535,305,12,41,
3536,305,30,33,
3537,305,AT51,34,"{2: 0, 3: 4}"
3538,305,AT65,30,"{0: 3, 1: 4, 4: 1}"
3539,305,AT65,42,"{0: 4, 1: 4, 4: 1}"
3540,305,27,13,
3541,305,AT54,32,"{0: 4, 1: 4, 2: 1, 3: 4}"
3542,305,Final Exam,90,"[4, 4, 1, 4, 3]"
3543,306,Prior Assessment Test,90,"[1, 1, 2, 0, 3]"
3544,306,17,53,
3545,306,48,56,
3546,306,45,11,
3547,306,AT52,32,"{1: 2, 2: 4}"
3548,306,AT52,18,"{1: 3, 2: 4}"
3549,306,41,20,
3550,306,48,47,
3551,306,26,39,
3552,306,18,10,
3553,306,21,11,
3554,306,0,1,
3555,306,6,12,
3556,306,Final Exam,90,"[4, 4, 4, 4, 4]"
3557,307,Prior Assessment Test,90,"[0, 1, 1, 1, 1]"
3558,307,32,10,
3559,307,31,8,
3560,307,1,1,
3561,307,48,22,
3562,307,AT53,5,"{0: 0, 1: 3, 4: 4}"
3563,307,8,59,
3564,307,1,18,
3565,307,39,32,
3566,307,AT62,59,"{0: 0, 2: 4, 3: 4}"
3567,307,Final Exam,90,"[0, 3, 4, 4, 4]"
3568,308,Prior Assessment Test,90,"[1, 0, 2, 0, 1]"
3569,308,AT53,16,"{0: 1, 1: 1, 4: 1}"
3570,308,22,15,
3571,308,40,3,
3572,308,25,58,
3573,308,15,13,
3574,308,49,48,
3575,308,43,57,
3576,308,Final Exam,90,"[1, 3, 4, 0, 4]"
3577,309,Prior Assessment Test,90,"[0, 0, 0, 0, 0]"
3578,309,AT53,27,"{0: 0, 1: 1, 4: 0}"
3579,309,44,25,
3580,309,AT59,20,"{0: 0, 4: 1}"
3581,309,39,3,
3582,309,AT52,1,"{1: 4, 2: 1}"
3583,309,32,4,
3584,309,9,4,
3585,309,45,6,
3586,309,21,42,
3587,309,40,12,
3588,309,Final Exam,90,"[1, 4, 4, 0, 2]"
3589,310,Prior Assessment Test,90,"[0, 0, 1, 1, 1]"
3590,310,44,44,
3591,310,39,32,
3592,310,AT62,21,"{0: 0, 2: 1, 3: 2}"
3593,310,27,1,
3594,310,6,7,
3595,310,4,17,
3596,310,40,21,
3597,310,AT69,37,"{3: 4, 4: 3}"
3598,310,26,21,
3599,310,AT66,5,"{1: 2, 2: 4, 3: 4, 4: 4}"
3600,310,Final Exam,90,"[0, 2, 4, 4, 4]"
3601,311,Prior Assessment Test,90,"[1, 1, 2, 3, 0]"
3602,311,17,47,
3603,311,44,28,
3604,311,6,51,
3605,311,44,33,
3606,311,21,8,
3607,311,23,45,
3608,311,15,50,
3609,311,0,3,
3610,311,Final Exam,90,"[3, 4, 4, 4, 2]"
3611,312,Prior Assessment Test,90,"[3, 0, 1, 0, 1]"
3612,312,20,23,
3613,312,AT53,14,"{0: 3, 1: 1, 4: 1}"
3614,312,9,3,
3615,312,47,26,
3616,312,AT58,14,"{0: 4, 1: 1, 2: 3}"
3617,312,AT65,45,"{0: 4, 1: 1, 4: 3}"
3618,312,48,27,
3619,312,39,23,
3620,312,AT64,6,"{0: 4, 1: 3, 3: 0}"
3621,312,46,47,
3622,312,Final Exam,90,"[4, 4, 3, 0, 4]"
3623,313,Prior Assessment Test,90,"[0, 1, 0, 0, 1]"
3624,313,14,55,
3625,313,AT53,13,"{0: 1, 1: 1, 4: 2}"
3626,313,22,10,
3627,313,AT63,34,"{0: 2, 3: 0, 4: 3}"
3628,313,44,59,
3629,313,17,55,
3630,313,14,1,
3631,313,44,59,
3632,313,AT64,1,"{0: 3, 1: 4, 3: 0}"
3633,313,AT54,8,"{0: 4, 1: 4, 2: 1, 3: 0}"
3634,313,47,5,
3635,313,AT58,41,"{0: 4, 1: 4, 2: 3}"
3636,313,AT60,46,"{0: 4, 1: 4, 2: 4}"
3637,313,21,6,
3638,313,Final Exam,90,"[4, 4, 4, 1, 4]"
3639,314,Prior Assessment Test,90,"[1, 1, 2, 3, 2]"
3640,314,25,24,
3641,314,AT53,4,"{0: 1, 1: 2, 4: 4}"
3642,314,AT68,4,"{0: 2, 2: 2, 3: 3, 4: 4}"
3643,314,41,52,
3644,314,AT64,4,"{0: 3, 1: 4, 3: 3}"
3645,314,45,55,
3646,314,Final Exam,90,"[3, 4, 3, 3, 4]"
3647,315,Prior Assessment Test,90,"[1, 1, 1, 0, 0]"
3648,315,47,32,
3649,315,AT52,19,"{1: 2, 2: 2}"
3650,315,AT65,17,"{0: 2, 1: 2, 4: 1}"
3651,315,39,37,
3652,315,AT63,38,"{0: 4, 3: 0, 4: 1}"
3653,315,28,6,
3654,315,49,37,
3655,315,40,34,
3656,315,25,21,
3657,315,31,3,
3658,315,21,6,
3659,315,21,19,
3660,315,Final Exam,90,"[4, 4, 4, 2, 4]"
3661,316,Prior Assessment Test,90,"[1, 2, 1, 0, 1]"
3662,316,9,38,
3663,316,AT55,31,"{2: 4, 4: 1}"
3664,316,AT57,2,"{1: 3, 2: 4}"
3665,316,46,15,
3666,316,19,40,
3667,316,38,7,
3668,316,31,41,
3669,316,Final Exam,90,"[3, 4, 4, 0, 3]"
3670,317,Prior Assessment Test,90,"[1, 1, 0, 1, 1]"
3671,317,8,15,
3672,317,AT65,40,"{0: 2, 1: 2, 4: 1}"
3673,317,0,26,
3674,317,34,51,
3675,317,11,13,
3676,317,31,42,
3677,317,26,58,
3678,317,AT53,1,"{0: 3, 1: 3, 4: 3}"
3679,317,Final Exam,90,"[3, 3, 0, 3, 3]"
3680,318,Prior Assessment Test,90,"[1, 3, 0, 2, 1]"
3681,318,11,2,
3682,318,26,24,
3683,318,27,20,
3684,318,46,1,
3685,318,46,26,
3686,318,39,43,
3687,318,AT56,12,"{0: 2, 2: 2}"
3688,318,49,18,
3689,318,49,32,
3690,318,24,4,
3691,318,14,37,
3692,318,Final Exam,90,"[3, 4, 4, 4, 4]"
3693,319,Prior Assessment Test,90,"[2, 0, 0, 0, 1]"
3694,319,AT63,2,"{0: 3, 3: 0, 4: 1}"
3695,319,AT59,44,"{0: 4, 4: 1}"
3696,319,44,33,
3697,319,AT53,16,"{0: 4, 1: 1, 4: 2}"
3698,319,48,1,
3699,319,8,56,
3700,319,AT53,43,"{0: 4, 1: 4, 4: 4}"
3701,319,18,27,
3702,319,39,4,
3703,319,Final Exam,90,"[4, 4, 4, 1, 4]"
3704,320,Prior Assessment Test,90,"[1, 0, 1, 0, 1]"
3705,320,26,51,
3706,320,AT56,4,"{0: 3, 2: 1}"
3707,320,41,54,
3708,320,20,13,
3709,320,AT59,8,"{0: 4, 4: 4}"
3710,320,43,59,
3711,320,AT55,55,"{2: 3, 4: 4}"
3712,320,44,16,
3713,320,AT53,44,"{0: 4, 1: 2, 4: 4}"
3714,320,AT60,14,"{0: 4, 1: 3, 2: 3}"
3715,320,8,60,
3716,320,39,6,
3717,320,35,22,
3718,320,44,8,
3719,320,30,1,
3720,320,27,26,
3721,320,Final Exam,90,"[4, 4, 4, 4, 4]"
3722,321,Prior Assessment Test,90,"[0, 0, 1, 1, 0]"
3723,321,21,58,
3724,321,AT66,13,"{1: 0, 2: 1, 3: 2, 4: 1}"
3725,321,43,54,
3726,321,9,45,
3727,321,AT53,58,"{0: 0, 1: 1, 4: 1}"
3728,321,14,43,
3729,321,19,9,
3730,321,44,6,
3731,321,15,55,
3732,321,46,7,
3733,321,AT55,1,"{2: 4, 4: 4}"
3734,321,Final Exam,90,"[0, 4, 4, 2, 4]"
3735,322,Prior Assessment Test,90,"[2, 2, 0, 1, 0]"
3736,322,21,19,
3737,322,31,45,
3738,322,40,12,
3739,322,31,2,
3740,322,1,50,
3741,322,AT53,34,"{0: 3, 1: 3, 4: 3}"
3742,322,28,13,
3743,322,18,21,
3744,322,Final Exam,90,"[4, 3, 0, 2, 4]"
3745,323,Prior Assessment Test,90,"[1, 0, 1, 0, 1]"
3746,323,47,5,
3747,323,44,3,
3748,323,43,9,
3749,323,46,48,
3750,323,44,24,
3751,323,45,34,
3752,323,AT60,39,"{0: 3, 1: 2, 2: 3}"
3753,323,AT53,1,"{0: 4, 1: 2, 4: 2}"
3754,323,AT58,1,"{0: 4, 1: 2, 2: 4}"
3755,323,AT63,19,"{0: 4, 3: 0, 4: 3}"
3756,323,Final Exam,90,"[4, 2, 4, 0, 3]"
3757,324,Prior Assessment Test,90,"[1, 0, 1, 2, 0]"
3758,324,AT59,54,"{0: 1, 4: 1}"
3759,324,47,28,
3760,324,6,49,
3761,324,4,6,
3762,324,12,10,
3763,324,9,11,
3764,324,4,3,
3765,324,45,26,
3766,324,AT53,31,"{0: 1, 1: 1, 4: 4}"
3767,324,39,45,
3768,324,AT57,25,"{1: 3, 2: 4}"
3769,324,AT64,1,"{0: 1, 1: 4, 3: 4}"
3770,324,Final Exam,90,"[1, 4, 4, 4, 4]"
3771,325,Prior Assessment Test,90,"[2, 1, 1, 1, 1]"
3772,325,AT65,42,"{0: 2, 1: 1, 4: 2}"
3773,325,34,12,
3774,325,44,49,
3775,325,AT55,43,"{2: 2, 4: 4}"
3776,325,44,17,
3777,325,41,45,
3778,325,45,6,
3779,325,15,55,
3780,325,14,10,
3781,325,Final Exam,90,"[3, 4, 4, 1, 4]"
3782,326,Prior Assessment Test,90,"[1, 1, 1, 2, 1]"
3783,326,46,51,
3784,326,AT52,22,"{1: 1, 2: 3}"
3785,326,31,17,
3786,326,3,29,
3787,326,AT68,34,"{0: 1, 2: 3, 3: 3, 4: 4}"
3788,326,45,5,
3789,326,48,27,
3790,326,AT65,12,"{0: 2, 1: 2, 4: 4}"
3791,326,34,40,
3792,326,0,36,
3793,326,30,28,
3794,326,AT64,8,"{0: 4, 1: 3, 3: 4}"
3795,326,44,47,
3796,326,Final Exam,90,"[4, 4, 4, 4, 4]"
3797,327,Prior Assessment Test,90,"[2, 1, 0, 0, 1]"
3798,327,44,36,
3799,327,0,1,
3800,327,31,22,
3801,327,AT65,15,"{0: 2, 1: 2, 4: 4}"
3802,327,44,23,
3803,327,22,3,
3804,327,22,48,
3805,327,8,54,
3806,327,18,29,
3807,327,22,40,
3808,327,43,33,
3809,327,33,6,
3810,327,15,4,
3811,327,Final Exam,90,"[4, 4, 3, 2, 4]"
3812,328,Prior Assessment Test,90,"[0, 2, 1, 0, 1]"
3813,328,47,51,
3814,328,9,1,
3815,328,40,19,
3816,328,47,2,
3817,328,8,50,
3818,328,Final Exam,90,"[2, 3, 4, 0, 2]"
3819,329,Prior Assessment Test,90,"[1, 1, 1, 0, 1]"
3820,329,49,26,
3821,329,49,60,
3822,329,26,11,
3823,329,12,5,
3824,329,38,12,
3825,329,0,13,
3826,329,41,31,
3827,329,43,28,
3828,329,47,46,
3829,329,0,28,
3830,329,34,39,
3831,329,Final Exam,90,"[4, 4, 4, 3, 4]"
3832,330,Prior Assessment Test,90,"[0, 0, 0, 1, 0]"
3833,330,40,28,
3834,330,12,35,
3835,330,12,7,
3836,330,44,55,
3837,330,6,33,
3838,330,4,4,
3839,330,49,41,
3840,330,AT62,21,"{0: 0, 2: 3, 3: 3}"
3841,330,26,4,
3842,330,AT57,4,"{1: 2, 2: 4}"
3843,330,32,20,
3844,330,23,1,
3845,330,AT65,13,"{0: 1, 1: 3, 4: 4}"
3846,330,Final Exam,90,"[1, 3, 4, 4, 4]"
3847,331,Prior Assessment Test,90,"[2, 0, 1, 2, 0]"
3848,331,43,56,
3849,331,31,39,
3850,331,41,50,
3851,331,AT55,4,"{2: 4, 4: 1}"
3852,331,39,33,
3853,331,AT60,11,"{0: 3, 1: 2, 2: 4}"
3854,331,11,52,
3855,331,49,1,
3856,331,46,1,
3857,331,Final Exam,90,"[3, 4, 4, 2, 2]"
3858,332,Prior Assessment Test,90,"[0, 0, 1, 1, 0]"
3859,332,43,2,
3860,332,40,54,
3861,332,47,5,
3862,332,AT62,4,"{0: 1, 2: 3, 3: 4}"
3863,332,29,1,
3864,332,38,3,
3865,332,27,23,
3866,332,25,31,
3867,332,AT56,44,"{0: 3, 2: 4}"
