,Student_ID,Action_Types,Action_Time,Cur_Proficiency
12373,1096,24,37,
12374,1096,AT39,35,"{1: 2, 4: 3}"
12375,1096,24,5,
12376,1096,AT35,14,"{1: 3, 2: 4, 3: 2, 4: 3}"
12377,1096,Final Exam,90,"[3, 3, 4, 2, 3]"
12378,1097,Prior Assessment Test,90,"[1, 0, 0, 4, 0]"
12379,1097,11,26,
12380,1097,AT25,20,"{1: 0, 2: 2, 3: 4}"
12381,1097,19,20,
12382,1097,8,10,
12383,1097,AT27,15,"{0: 1, 1: 2, 2: 3}"
12384,1097,AT33,59,"{1: 2, 2: 4, 3: 4, 4: 0}"
12385,1097,1,11,
12386,1097,Final Exam,90,"[1, 2, 4, 4, 2]"
12387,1098,Prior Assessment Test,90,"[1, 0, 1, 1, 1]"
12388,1098,AT36,32,"{0: 1, 1: 0, 4: 2}"
12389,1098,12,13,
12390,1098,19,19,
12391,1098,11,18,
12392,1098,17,10,
12393,1098,AT25,47,"{1: 0, 2: 4, 3: 3}"
12394,1098,22,21,
12395,1098,20,53,
12396,1098,16,35,
12397,1098,1,32,
12398,1098,AT39,20,"{1: 4, 4: 4}"
12399,1098,Final Exam,90,"[4, 4, 4, 4, 4]"
12400,1099,Prior Assessment Test,90,"[0, 0, 0, 1, 0]"
12401,1099,AT29,1,"{3: 2, 4: 0}"
12402,1099,16,54,
12403,1099,12,5,
12404,1099,AT25,51,"{1: 0, 2: 0, 3: 4}"
12405,1099,18,15,
12406,1099,19,1,
12407,1099,11,31,
12408,1099,4,1,
12409,1099,AT38,35,"{1: 0, 2: 4, 3: 4}"
12410,1099,AT32,13,"{0: 2, 1: 1}"
12411,1099,AT32,56,"{0: 3, 1: 1}"
12412,1099,7,31,
12413,1099,3,6,
12414,1099,20,35,
12415,1099,Final Exam,90,"[4, 1, 4, 4, 3]"
12416,1100,Prior Assessment Test,90,"[0, 3, 1, 0, 1]"
12417,1100,16,55,
12418,1100,AT39,1,"{1: 4, 4: 1}"
12419,1100,2,10,
12420,1100,6,12,
12421,1100,AT37,48,"{3: 3, 4: 1}"
12422,1100,0,32,
12423,1100,AT38,47,"{1: 4, 2: 4, 3: 4}"
12424,1100,Final Exam,90,"[1, 4, 4, 4, 1]"
12425,1101,Prior Assessment Test,90,"[2, 1, 0, 1, 2]"
12426,1101,AT39,15,"{1: 1, 4: 3}"
12427,1101,AT28,43,"{0: 2, 1: 2, 2: 0, 4: 3}"
12428,1101,AT32,32,"{0: 4, 1: 3}"
12429,1101,17,3,
12430,1101,AT33,22,"{1: 3, 2: 0, 3: 2, 4: 4}"
12431,1101,3,50,
12432,1101,Final Exam,90,"[4, 4, 0, 2, 4]"
12433,1102,Prior Assessment Test,90,"[1, 0, 0, 1, 1]"
12434,1102,2,8,
12435,1102,AT36,42,"{0: 1, 1: 0, 4: 2}"
12436,1102,AT31,46,"{0: 4, 4: 2}"
12437,1102,16,1,
12438,1102,11,54,
12439,1102,AT25,49,"{1: 1, 2: 2, 3: 4}"
12440,1102,AT26,3,"{0: 4, 1: 1, 2: 3}"
12441,1102,Final Exam,90,"[4, 1, 3, 4, 2]"
12442,1103,Prior Assessment Test,90,"[1, 1, 1, 1, 1]"
12443,1103,2,4,
12444,1103,23,4,
12445,1103,12,1,
12446,1103,AT38,48,"{1: 1, 2: 1, 3: 4}"
12447,1103,AT31,3,"{0: 4, 4: 1}"
12448,1103,17,43,
12449,1103,AT25,34,"{1: 3, 2: 1, 3: 4}"
12450,1103,16,32,
12451,1103,5,1,
12452,1103,Final Exam,90,"[4, 4, 1, 4, 2]"
12453,1104,Prior Assessment Test,90,"[0, 0, 3, 1, 0]"
12454,1104,19,9,
12455,1104,21,24,
12456,1104,AT33,60,"{1: 0, 2: 4, 3: 3, 4: 0}"
12457,1104,23,13,
12458,1104,17,44,
12459,1104,AT26,41,"{0: 1, 1: 3, 2: 4}"
12460,1104,13,11,
12461,1104,AT27,14,"{0: 3, 1: 3, 2: 4}"
12462,1104,6,22,
12463,1104,24,22,
12464,1104,Final Exam,90,"[4, 4, 4, 4, 0]"
12465,1105,Prior Assessment Test,90,"[1, 1, 0, 2, 1]"
12466,1105,12,20,
12467,1105,9,19,
12468,1105,AT37,10,"{3: 2, 4: 2}"
12469,1105,12,16,
12470,1105,22,12,
12471,1105,7,2,
12472,1105,22,38,
12473,1105,21,8,
12474,1105,12,21,
12475,1105,3,54,
12476,1105,AT25,1,"{1: 4, 2: 4, 3: 4}"
12477,1105,Final Exam,90,"[4, 4, 4, 4, 4]"
12478,1106,Prior Assessment Test,90,"[0, 0, 0, 0, 2]"
12479,1106,AT37,35,"{3: 1, 4: 2}"
12480,1106,16,60,
12481,1106,AT30,24,{3: 3}
12482,1106,AT33,2,"{1: 1, 2: 0, 3: 4, 4: 3}"
12483,1106,19,35,
12484,1106,18,10,
12485,1106,Final Exam,90,"[2, 4, 0, 4, 4]"
12486,1107,Prior Assessment Test,90,"[1, 0, 3, 1, 2]"
12487,1107,AT34,24,"{0: 2, 1: 0, 2: 3}"
12488,1107,AT25,47,"{1: 1, 2: 3, 3: 1}"
12489,1107,AT30,6,{3: 3}
12490,1107,17,22,
12491,1107,Final Exam,90,"[2, 2, 3, 3, 2]"
12492,1108,Prior Assessment Test,90,"[0, 0, 0, 0, 0]"
12493,1108,4,37,
12494,1108,AT25,2,"{1: 1, 2: 0, 3: 1}"
12495,1108,AT30,23,{3: 3}
12496,1108,23,57,
12497,1108,10,56,
12498,1108,4,31,
12499,1108,17,9,
12500,1108,16,46,
12501,1108,AT25,33,"{1: 1, 2: 2, 3: 4}"
12502,1108,19,7,
12503,1108,AT38,60,"{1: 1, 2: 3, 3: 4}"
12504,1108,22,53,
12505,1108,7,12,
12506,1108,2,1,
12507,1108,AT28,50,"{0: 3, 1: 1, 2: 4, 4: 4}"
12508,1108,AT39,42,"{1: 2, 4: 4}"
12509,1108,7,48,
12510,1108,Final Exam,90,"[4, 2, 4, 4, 4]"
12511,1109,Prior Assessment Test,90,"[0, 1, 1, 1, 0]"
12512,1109,11,9,
12513,1109,1,1,
12514,1109,AT37,47,"{3: 2, 4: 0}"
12515,1109,AT30,17,{3: 3}
12516,1109,AT33,1,"{1: 1, 2: 4, 3: 3, 4: 0}"
12517,1109,AT38,7,"{1: 2, 2: 4, 3: 3}"
12518,1109,12,35,
12519,1109,AT39,38,"{1: 4, 4: 0}"
12520,1109,16,36,
12521,1109,2,40,
12522,1109,6,29,
12523,1109,Final Exam,90,"[3, 4, 4, 3, 1]"
12524,1110,Prior Assessment Test,90,"[0, 1, 0, 1, 0]"
12525,1110,AT30,40,{3: 3}
12526,1110,AT25,28,"{1: 1, 2: 0, 3: 4}"
12527,1110,18,1,
12528,1110,17,6,
12529,1110,23,38,
12530,1110,0,4,
12531,1110,7,48,
12532,1110,AT32,9,"{0: 4, 1: 4}"
12533,1110,AT39,41,"{1: 4, 4: 1}"
12534,1110,8,13,
12535,1110,Final Exam,90,"[4, 4, 2, 4, 1]"
12536,1111,Prior Assessment Test,90,"[2, 0, 2, 2, 1]"
12537,1111,AT37,53,"{3: 3, 4: 1}"
12538,1111,AT36,1,"{0: 3, 1: 0, 4: 1}"
12539,1111,AT36,54,"{0: 4, 1: 0, 4: 1}"
12540,1111,AT36,3,"{0: 4, 1: 0, 4: 2}"
12541,1111,22,45,
12542,1111,AT31,29,"{0: 4, 4: 3}"
12543,1111,5,4,
12544,1111,3,11,
12545,1111,23,50,
12546,1111,Final Exam,90,"[4, 1, 3, 4, 4]"
12547,1112,Prior Assessment Test,90,"[1, 1, 1, 0, 0]"
12548,1112,12,29,
12549,1112,AT31,2,"{0: 4, 4: 0}"
12550,1112,16,7,
12551,1112,AT32,7,"{0: 4, 1: 2}"
12552,1112,AT25,16,"{1: 2, 2: 1, 3: 1}"
12553,1112,5,56,
12554,1112,17,51,
12555,1112,15,13,
12556,1112,19,5,
12557,1112,17,3,
12558,1112,Final Exam,90,"[4, 4, 1, 4, 4]"
12559,1113,Prior Assessment Test,90,"[1, 0, 1, 0, 0]"
12560,1113,4,39,
12561,1113,24,2,
12562,1113,24,37,
12563,1113,21,21,
12564,1113,5,13,
12565,1113,AT32,46,"{0: 4, 1: 1}"
12566,1113,AT38,57,"{1: 2, 2: 2, 3: 2}"
12567,1113,0,30,
12568,1113,Final Exam,90,"[4, 2, 3, 2, 2]"
12569,1114,Prior Assessment Test,90,"[0, 2, 1, 1, 1]"
12570,1114,10,33,
12571,1114,AT29,28,"{3: 1, 4: 2}"
12572,1114,AT37,12,"{3: 2, 4: 2}"
12573,1114,18,11,
12574,1114,15,43,
12575,1114,22,26,
12576,1114,1,45,
12577,1114,AT38,26,"{1: 3, 2: 4, 3: 4}"
12578,1114,AT36,36,"{0: 0, 1: 3, 4: 3}"
12579,1114,10,17,
12580,1114,16,10,
12581,1114,Final Exam,90,"[2, 4, 4, 4, 3]"
12582,1115,Prior Assessment Test,90,"[1, 0, 2, 0, 2]"
12583,1115,8,31,
12584,1115,7,53,
12585,1115,23,9,
12586,1115,23,14,
12587,1115,AT25,43,"{1: 1, 2: 4, 3: 1}"
12588,1115,11,13,
12589,1115,22,5,
12590,1115,AT39,14,"{1: 4, 4: 2}"
12591,1115,AT36,25,"{0: 2, 1: 4, 4: 3}"
12592,1115,1,33,
12593,1115,2,5,
12594,1115,Final Exam,90,"[3, 4, 4, 2, 4]"
12595,1116,Prior Assessment Test,90,"[1, 0, 1, 0, 0]"
12596,1116,4,36,
12597,1116,19,40,
12598,1116,AT33,36,"{1: 1, 2: 3, 3: 2, 4: 0}"
12599,1116,AT25,10,"{1: 1, 2: 3, 3: 3}"
12600,1116,AT31,13,"{0: 1, 4: 2}"
12601,1116,15,8,
12602,1116,23,40,
12603,1116,9,1,
12604,1116,11,2,
12605,1116,22,15,
12606,1116,3,51,
12607,1116,AT34,9,"{0: 2, 1: 4, 2: 4}"
12608,1116,Final Exam,90,"[2, 4, 4, 4, 4]"
12609,1117,Prior Assessment Test,90,"[1, 1, 1, 1, 1]"
12610,1117,2,6,
12611,1117,AT36,20,"{0: 4, 1: 1, 4: 1}"
12612,1117,AT33,40,"{1: 3, 2: 1, 3: 1, 4: 1}"
12613,1117,0,5,
12614,1117,10,2,
12615,1117,8,22,
12616,1117,7,4,
12617,1117,Final Exam,90,"[4, 4, 4, 1, 1]"
12618,1118,Prior Assessment Test,90,"[0, 0, 0, 0, 1]"
12619,1118,AT30,38,{3: 1}
12620,1118,AT39,56,"{1: 1, 4: 1}"
12621,1118,16,34,
12622,1118,AT30,35,{3: 2}
12623,1118,15,7,
12624,1118,23,2,
12625,1118,5,23,
12626,1118,14,17,
12627,1118,AT36,22,"{0: 4, 1: 4, 4: 2}"
12628,1118,16,4,
12629,1118,Final Exam,90,"[4, 4, 0, 3, 3]"
12630,1119,Prior Assessment Test,90,"[1, 1, 0, 2, 0]"
12631,1119,AT26,39,"{0: 1, 1: 2, 2: 0}"
12632,1119,AT39,2,"{1: 3, 4: 1}"
12633,1119,23,16,
12634,1119,7,25,
12635,1119,AT30,60,{3: 3}
12636,1119,5,40,
12637,1119,AT28,27,"{0: 2, 1: 4, 2: 1, 4: 2}"
12638,1119,12,3,
12639,1119,AT36,12,"{0: 2, 1: 4, 4: 3}"
12640,1119,AT27,13,"{0: 3, 1: 4, 2: 2}"
12641,1119,9,49,
12642,1119,8,3,
12643,1119,Final Exam,90,"[4, 4, 4, 3, 3]"
12644,1120,Prior Assessment Test,90,"[0, 3, 1, 0, 1]"
12645,1120,0,27,
12646,1120,16,23,
12647,1120,1,16,
12648,1120,AT31,11,"{0: 2, 4: 2}"
12649,1120,7,25,
12650,1120,AT27,10,"{0: 2, 1: 4, 2: 3}"
12651,1120,5,6,
12652,1120,6,58,
12653,1120,AT38,6,"{1: 4, 2: 3, 3: 2}"
12654,1120,AT30,7,{3: 3}
12655,1120,Final Exam,90,"[3, 4, 3, 3, 4]"
12656,1121,Prior Assessment Test,90,"[0, 1, 2, 2, 1]"
12657,1121,17,7,
12658,1121,0,1,
12659,1121,21,30,
12660,1121,4,39,
12661,1121,AT25,10,"{1: 4, 2: 2, 3: 4}"
12662,1121,AT39,43,"{1: 4, 4: 2}"
12663,1121,1,47,
12664,1121,AT26,1,"{0: 3, 1: 4, 2: 2}"
12665,1121,Final Exam,90,"[3, 4, 2, 4, 2]"
12666,1122,Prior Assessment Test,90,"[0, 0, 1, 0, 0]"
12667,1122,23,39,
12668,1122,2,55,
12669,1122,22,23,
12670,1122,16,49,
12671,1122,AT30,42,{3: 4}
12672,1122,10,6,
12673,1122,AT34,53,"{0: 1, 1: 2, 2: 3}"
12674,1122,22,16,
12675,1122,AT34,1,"{0: 1, 1: 3, 2: 4}"
12676,1122,Final Exam,90,"[1, 3, 4, 4, 0]"
12677,1123,Prior Assessment Test,90,"[0, 0, 1, 0, 0]"
12678,1123,AT25,39,"{1: 0, 2: 1, 3: 1}"
12679,1123,19,52,
12680,1123,AT33,25,"{1: 1, 2: 3, 3: 2, 4: 0}"
12681,1123,AT39,1,"{1: 1, 4: 2}"
12682,1123,10,35,
12683,1123,20,13,
12684,1123,9,12,
12685,1123,AT34,2,"{0: 1, 1: 1, 2: 4}"
12686,1123,AT29,1,"{3: 4, 4: 3}"
12687,1123,20,38,
12688,1123,24,54,
12689,1123,3,6,
12690,1123,AT33,21,"{1: 3, 2: 4, 3: 4, 4: 4}"
12691,1123,4,18,
12692,1123,Final Exam,90,"[4, 3, 4, 4, 4]"
12693,1124,Prior Assessment Test,90,"[1, 1, 2, 0, 0]"
12694,1124,AT30,10,{3: 1}
12695,1124,17,4,
12696,1124,AT29,17,"{3: 1, 4: 1}"
12697,1124,7,25,
12698,1124,5,6,
12699,1124,AT29,28,"{3: 2, 4: 1}"
12700,1124,1,39,
12701,1124,18,7,
12702,1124,18,31,
12703,1124,13,47,
12704,1124,11,12,
12705,1124,19,56,
12706,1124,10,13,
12707,1124,Final Exam,90,"[4, 2, 4, 4, 4]"
12708,1125,Prior Assessment Test,90,"[1, 0, 0, 0, 1]"
12709,1125,AT29,22,"{3: 1, 4: 1}"
12710,1125,17,32,
12711,1125,AT25,14,"{1: 2, 2: 0, 3: 1}"
12712,1125,6,30,
12713,1125,11,6,
12714,1125,5,35,
12715,1125,AT30,8,{3: 4}
12716,1125,4,6,
12717,1125,AT31,1,"{0: 4, 4: 3}"
12718,1125,9,25,
12719,1125,Final Exam,90,"[4, 3, 3, 4, 4]"
12720,1126,Prior Assessment Test,90,"[1, 0, 1, 0, 3]"
12721,1126,4,51,
12722,1126,8,10,
12723,1126,AT37,13,"{3: 1, 4: 4}"
12724,1126,AT35,25,"{1: 0, 2: 3, 3: 1, 4: 4}"
12725,1126,19,1,
12726,1126,AT39,45,"{1: 2, 4: 4}"
12727,1126,AT37,3,"{3: 2, 4: 4}"
12728,1126,AT29,2,"{3: 3, 4: 4}"
12729,1126,15,48,
12730,1126,11,40,
12731,1126,AT27,36,"{0: 1, 1: 4, 2: 4}"
12732,1126,Final Exam,90,"[1, 4, 4, 4, 4]"
12733,1127,Prior Assessment Test,90,"[1, 1, 1, 0, 2]"
12734,1127,AT26,28,"{0: 2, 1: 1, 2: 1}"
12735,1127,AT29,6,"{3: 1, 4: 2}"
12736,1127,AT32,25,"{0: 2, 1: 2}"
12737,1127,23,4,
12738,1127,AT27,11,"{0: 3, 1: 3, 2: 2}"
12739,1127,17,1,
12740,1127,AT27,3,"{0: 3, 1: 4, 2: 3}"
12741,1127,0,3,
12742,1127,9,38,
12743,1127,22,19,
12744,1127,14,1,
12745,1127,0,35,
12746,1127,8,42,
12747,1127,Final Exam,90,"[4, 4, 4, 4, 4]"
12748,1128,Prior Assessment Test,90,"[1, 1, 0, 1, 1]"
12749,1128,23,58,
12750,1128,23,1,
12751,1128,15,12,
12752,1128,9,7,
12753,1128,18,59,
12754,1128,3,11,
12755,1128,9,24,
12756,1128,4,43,
12757,1128,AT35,9,"{1: 4, 2: 1, 3: 4, 4: 4}"
12758,1128,22,59,
12759,1128,AT25,4,"{1: 4, 2: 3, 3: 4}"
12760,1128,9,7,
12761,1128,7,24,
12762,1128,4,32,
12763,1128,Final Exam,90,"[4, 4, 4, 4, 4]"
12764,1129,Prior Assessment Test,90,"[1, 0, 0, 0, 1]"
12765,1129,AT29,1,"{3: 1, 4: 1}"
12766,1129,AT31,12,"{0: 2, 4: 2}"
12767,1129,10,10,
12768,1129,AT37,1,"{3: 2, 4: 2}"
12769,1129,AT37,55,"{3: 3, 4: 2}"
12770,1129,AT39,42,"{1: 1, 4: 3}"
12771,1129,7,47,
12772,1129,16,39,
12773,1129,7,27,
12774,1129,15,18,
12775,1129,8,35,
12776,1129,19,14,
12777,1129,Final Exam,90,"[4, 3, 1, 4, 4]"
12778,1130,Prior Assessment Test,90,"[1, 1, 2, 1, 1]"
12779,1130,11,2,
12780,1130,2,1,
12781,1130,AT26,1,"{0: 1, 1: 3, 2: 3}"
12782,1130,AT25,57,"{1: 3, 2: 4, 3: 4}"
12783,1130,8,31,
12784,1130,Final Exam,90,"[3, 3, 4, 4, 1]"
12785,1131,Prior Assessment Test,90,"[1, 0, 1, 1, 1]"
12786,1131,4,32,
12787,1131,13,2,
12788,1131,15,2,
12789,1131,10,40,
12790,1131,9,14,
12791,1131,AT35,57,"{1: 2, 2: 1, 3: 4, 4: 3}"
12792,1131,AT28,8,"{0: 1, 1: 3, 2: 1, 4: 3}"
12793,1131,AT33,2,"{1: 4, 2: 1, 3: 4, 4: 3}"
12794,1131,19,48,
12795,1131,Final Exam,90,"[1, 4, 1, 4, 4]"
12796,1132,Prior Assessment Test,90,"[1, 1, 0, 1, 1]"
12797,1132,23,43,
12798,1132,23,11,
12799,1132,AT37,1,"{3: 2, 4: 1}"
12800,1132,AT36,20,"{0: 2, 1: 3, 4: 1}"
12801,1132,AT31,35,"{0: 3, 4: 1}"
12802,1132,AT31,22,"{0: 4, 4: 1}"
12803,1132,9,35,
12804,1132,AT34,40,"{0: 4, 1: 3, 2: 2}"
12805,1132,Final Exam,90,"[4, 3, 2, 2, 1]"
12806,1133,Prior Assessment Test,90,"[0, 1, 1, 0, 0]"
12807,1133,0,5,
12808,1133,4,13,
12809,1133,3,36,
12810,1133,AT29,48,"{3: 1, 4: 1}"
12811,1133,AT37,10,"{3: 2, 4: 1}"
12812,1133,9,18,
12813,1133,2,2,
12814,1133,11,52,
12815,1133,21,51,
12816,1133,Final Exam,90,"[2, 2, 4, 4, 1]"
12817,1134,Prior Assessment Test,90,"[2, 1, 1, 0, 1]"
12818,1134,AT32,34,"{0: 2, 1: 2}"
12819,1134,2,19,
12820,1134,23,25,
12821,1134,AT39,60,"{1: 4, 4: 1}"
12822,1134,AT26,18,"{0: 3, 1: 4, 2: 1}"
12823,1134,AT39,48,"{1: 4, 4: 2}"
12824,1134,13,30,
12825,1134,AT39,31,"{1: 4, 4: 3}"
12826,1134,AT39,7,"{1: 4, 4: 4}"
12827,1134,AT34,16,"{0: 4, 1: 4, 2: 2}"
12828,1134,0,18,
12829,1134,Final Exam,90,"[4, 4, 2, 2, 4]"
12830,1135,Prior Assessment Test,90,"[1, 1, 3, 3, 1]"
12831,1135,4,18,
12832,1135,AT36,5,"{0: 1, 1: 1, 4: 2}"
12833,1135,4,34,
12834,1135,AT39,48,"{1: 1, 4: 3}"
12835,1135,AT25,60,"{1: 1, 2: 4, 3: 4}"
12836,1135,AT26,26,"{0: 2, 1: 2, 2: 4}"
12837,1135,1,20,
12838,1135,Final Exam,90,"[2, 2, 4, 4, 4]"
12839,1136,Prior Assessment Test,90,"[1, 1, 1, 1, 1]"
12840,1136,12,1,
12841,1136,16,14,
12842,1136,AT37,19,"{3: 2, 4: 2}"
12843,1136,20,2,
12844,1136,11,25,
12845,1136,17,59,
12846,1136,20,10,
12847,1136,0,59,
12848,1136,8,55,
12849,1136,12,2,
12850,1136,16,4,
12851,1136,Final Exam,90,"[4, 4, 3, 4, 3]"
12852,1137,Prior Assessment Test,90,"[1, 1, 0, 0, 0]"
12853,1137,AT25,22,"{1: 1, 2: 0, 3: 1}"
12854,1137,11,15,
12855,1137,23,46,
12856,1137,16,15,
12857,1137,AT29,13,"{3: 4, 4: 0}"
12858,1137,16,6,
12859,1137,AT27,56,"{0: 3, 1: 3, 2: 2}"
12860,1137,23,60,
12861,1137,AT39,52,"{1: 4, 4: 1}"
12862,1137,AT36,7,"{0: 4, 1: 4, 4: 1}"
12863,1137,AT26,5,"{0: 4, 1: 4, 2: 3}"
12864,1137,22,18,
12865,1137,AT39,9,"{1: 4, 4: 2}"
12866,1137,AT39,33,"{1: 4, 4: 3}"
12867,1137,Final Exam,90,"[4, 4, 4, 4, 3]"
12868,1138,Prior Assessment Test,90,"[0, 1, 1, 2, 0]"
12869,1138,AT39,46,"{1: 1, 4: 2}"
12870,1138,19,38,
12871,1138,AT39,53,"{1: 1, 4: 4}"
12872,1138,AT37,19,"{3: 3, 4: 4}"
12873,1138,AT39,1,"{1: 2, 4: 4}"
12874,1138,20,35,
12875,1138,2,38,
12876,1138,9,8,
12877,1138,7,35,
12878,1138,Final Exam,90,"[3, 2, 2, 4, 4]"
12879,1139,Prior Assessment Test,90,"[1, 1, 0, 1, 1]"
12880,1139,AT29,35,"{3: 2, 4: 1}"
12881,1139,9,24,
12882,1139,AT31,41,"{0: 2, 4: 2}"
12883,1139,AT37,4,"{3: 3, 4: 3}"
12884,1139,9,33,
12885,1139,0,3,
12886,1139,Final Exam,90,"[2, 1, 3, 3, 3]"
12887,1140,Prior Assessment Test,90,"[1, 0, 1, 0, 0]"
12888,1140,16,29,
12889,1140,16,56,
12890,1140,22,45,
12891,1140,23,47,
12892,1140,17,42,
12893,1140,AT39,6,"{1: 1, 4: 3}"
12894,1140,AT34,20,"{0: 3, 1: 1, 2: 2}"
12895,1140,22,53,
12896,1140,AT38,43,"{1: 2, 2: 2, 3: 4}"
12897,1140,8,32,
12898,1140,9,46,
12899,1140,19,44,
12900,1140,AT33,13,"{1: 4, 2: 2, 3: 4, 4: 4}"
12901,1140,Final Exam,90,"[4, 4, 2, 4, 4]"
12902,1141,Prior Assessment Test,90,"[0, 1, 0, 0, 1]"
12903,1141,AT33,35,"{1: 1, 2: 0, 3: 0, 4: 2}"
12904,1141,19,12,
12905,1141,23,8,
12906,1141,12,18,
12907,1141,6,21,
12908,1141,3,3,
12909,1141,AT33,34,"{1: 2, 2: 3, 3: 1, 4: 4}"
12910,1141,AT39,25,"{1: 3, 4: 4}"
12911,1141,1,32,
12912,1141,AT30,9,{3: 3}
12913,1141,AT36,58,"{0: 3, 1: 4, 4: 4}"
12914,1141,Final Exam,90,"[3, 4, 4, 3, 4]"
12915,1142,Prior Assessment Test,90,"[0, 0, 2, 3, 1]"
12916,1142,AT33,17,"{1: 1, 2: 2, 3: 3, 4: 1}"
12917,1142,AT38,13,"{1: 1, 2: 3, 3: 3}"
12918,1142,AT25,12,"{1: 1, 2: 3, 3: 4}"
12919,1142,3,25,
12920,1142,23,1,
12921,1142,AT28,8,"{0: 0, 1: 2, 2: 4, 4: 2}"
12922,1142,21,22,
12923,1142,AT27,20,"{0: 1, 1: 3, 2: 4}"
12924,1142,0,49,
12925,1142,16,26,
12926,1142,Final Exam,90,"[1, 4, 4, 4, 4]"
12927,1143,Prior Assessment Test,90,"[0, 0, 0, 1, 1]"
12928,1143,AT33,18,"{1: 0, 2: 2, 3: 1, 4: 1}"
12929,1143,21,3,
12930,1143,22,36,
12931,1143,19,23,
12932,1143,12,7,
12933,1143,13,48,
12934,1143,8,23,
12935,1143,18,35,
12936,1143,24,1,
12937,1143,AT26,12,"{0: 2, 1: 2, 2: 4}"
12938,1143,AT31,50,"{0: 2, 4: 2}"
12939,1143,AT25,34,"{1: 3, 2: 4, 3: 4}"
12940,1143,9,32,
12941,1143,AT34,1,"{0: 4, 1: 3, 2: 4}"
12942,1143,AT35,14,"{1: 3, 2: 4, 3: 4, 4: 4}"
12943,1143,17,28,
12944,1143,Final Exam,90,"[4, 4, 4, 4, 4]"
12945,1144,Prior Assessment Test,90,"[1, 1, 0, 0, 1]"
12946,1144,24,43,
12947,1144,AT28,19,"{0: 3, 1: 1, 2: 0, 4: 1}"
12948,1144,8,27,
12949,1144,AT30,6,{3: 1}
12950,1144,AT25,13,"{1: 2, 2: 0, 3: 1}"
12951,1144,6,9,
12952,1144,AT39,24,"{1: 4, 4: 1}"
12953,1144,2,20,
12954,1144,17,34,
12955,1144,9,4,
12956,1144,AT34,10,"{0: 4, 1: 4, 2: 1}"
12957,1144,AT34,9,"{0: 4, 1: 4, 2: 2}"
12958,1144,10,1,
12959,1144,Final Exam,90,"[4, 4, 3, 4, 1]"
12960,1145,Prior Assessment Test,90,"[0, 1, 1, 0, 0]"
12961,1145,AT39,4,"{1: 1, 4: 1}"
12962,1145,16,32,
12963,1145,17,42,
12964,1145,AT29,11,"{3: 1, 4: 2}"
12965,1145,24,35,
12966,1145,AT26,4,"{0: 3, 1: 1, 2: 1}"
12967,1145,23,51,
12968,1145,4,21,
12969,1145,AT30,47,{3: 3}
12970,1145,0,5,
12971,1145,17,20,
12972,1145,Final Exam,90,"[4, 3, 1, 4, 2]"
12973,1146,Prior Assessment Test,90,"[1, 1, 0, 0, 0]"
12974,1146,AT33,4,"{1: 1, 2: 1, 3: 0, 4: 0}"
12975,1146,23,2,
12976,1146,AT29,1,"{3: 1, 4: 0}"
12977,1146,11,55,
12978,1146,23,20,
12979,1146,12,55,
12980,1146,7,32,
12981,1146,AT39,40,"{1: 3, 4: 1}"
12982,1146,0,55,
12983,1146,12,23,
12984,1146,AT30,41,{3: 4}
12985,1146,23,3,
12986,1146,9,10,
12987,1146,AT31,45,"{0: 4, 4: 3}"
12988,1146,AT36,51,"{0: 4, 1: 4, 4: 4}"
12989,1146,Final Exam,90,"[4, 4, 4, 4, 4]"
12990,1147,Prior Assessment Test,90,"[0, 0, 1, 0, 0]"
12991,1147,16,36,
12992,1147,4,45,
12993,1147,AT33,49,"{1: 1, 2: 1, 3: 2, 4: 1}"
12994,1147,15,3,
12995,1147,10,53,
12996,1147,16,10,
12997,1147,AT25,54,"{1: 1, 2: 2, 3: 4}"
12998,1147,AT39,4,"{1: 1, 4: 3}"
12999,1147,AT26,1,"{0: 0, 1: 3, 2: 3}"
13000,1147,6,27,
13001,1147,AT38,23,"{1: 3, 2: 4, 3: 4}"
13002,1147,12,3,
13003,1147,8,2,
13004,1147,Final Exam,90,"[3, 3, 4, 4, 3]"
13005,1148,Prior Assessment Test,90,"[0, 1, 1, 1, 1]"
13006,1148,17,25,
13007,1148,10,11,
13008,1148,AT37,45,"{3: 2, 4: 1}"
13009,1148,17,42,
13010,1148,AT25,52,"{1: 2, 2: 2, 3: 4}"
13011,1148,6,13,
13012,1148,1,8,
13013,1148,6,28,
13014,1148,Final Exam,90,"[1, 4, 4, 4, 1]"
13015,1149,Prior Assessment Test,90,"[0, 1, 0, 0, 0]"
13016,1149,AT30,47,{3: 1}
13017,1149,AT33,3,"{1: 1, 2: 1, 3: 1, 4: 1}"
13018,1149,11,34,
13019,1149,18,16,
13020,1149,AT38,47,"{1: 3, 2: 1, 3: 2}"
13021,1149,23,54,
13022,1149,15,16,
13023,1149,20,29,
13024,1149,8,46,
13025,1149,Final Exam,90,"[2, 3, 1, 4, 2]"
13026,1150,Prior Assessment Test,90,"[2, 1, 1, 0, 1]"
13027,1150,3,27,
13028,1150,0,15,
13029,1150,22,9,
13030,1150,AT38,19,"{1: 2, 2: 3, 3: 2}"
13031,1150,AT28,50,"{0: 2, 1: 2, 2: 3, 4: 2}"
13032,1150,AT37,39,"{3: 3, 4: 2}"
13033,1150,0,37,
13034,1150,Final Exam,90,"[2, 2, 3, 4, 2]"
