Student_ID,Action_Types,Cur_Proficiency
565,AT12,"{2: 2, 3: 1, 4: 2}"
565,AT17,"{0: 2, 1: 2, 3: 1}"
565,Final Exam,"[2, 2, 2, 1, 2]"
566,Prior Assessment Test,"[0, 0, 0, 0, 0]"
566,AT19,"{0: 0, 1: 0}"
566,AT12,"{2: 1, 3: 2, 4: 2}"
566,3,{}
566,AT17,"{0: 2, 1: 2, 3: 2}"
566,9,{}
566,5,{}
566,8,{}
566,8,{}
566,Final Exam,"[2, 2, 2, 2, 2]"
567,Prior Assessment Test,"[1, 0, 0, 0, 0]"
567,AT12,"{2: 2, 3: 2, 4: 2}"
567,AT19,"{0: 2, 1: 1}"
567,AT19,"{0: 2, 1: 1}"
567,AT18,"{1: 2, 2: 2, 3: 2}"
567,Final Exam,"[2, 2, 2, 2, 2]"
568,Prior Assessment Test,"[1, 0, 0, 0, 0]"
568,AT17,"{0: 1, 1: 0, 3: 0}"
568,AT17,"{0: 2, 1: 0, 3: 0}"
568,AT14,{4: 1}
568,AT13,{1: 1}
568,AT18,"{1: 1, 2: 0, 3: 0}"
568,AT18,"{1: 2, 2: 1, 3: 0}"
568,AT12,"{2: 1, 3: 0, 4: 2}"
568,AT12,"{2: 1, 3: 2, 4: 2}"
568,Final Exam,"[2, 2, 1, 2, 2]"
569,Prior Assessment Test,"[1, 1, 1, 0, 0]"
569,6,{}
569,AT20,{4: 1}
569,AT12,"{2: 2, 3: 1, 4: 1}"
569,6,{}
569,AT19,"{0: 2, 1: 2}"
569,AT12,"{2: 2, 3: 2, 4: 2}"
569,Final Exam,"[2, 2, 2, 2, 2]"
570,Prior Assessment Test,"[0, 0, 1, 1, 0]"
570,6,{}
570,AT17,"{0: 1, 1: 1, 3: 2}"
570,AT19,"{0: 2, 1: 2}"
570,AT12,"{2: 2, 3: 2, 4: 2}"
570,Final Exam,"[2, 2, 2, 2, 2]"
571,Prior Assessment Test,"[0, 0, 0, 0, 0]"
571,AT12,"{2: 0, 3: 0, 4: 0}"
571,AT17,"{0: 0, 1: 0, 3: 0}"
571,AT12,"{2: 0, 3: 0, 4: 0}"
571,10,{}
571,AT12,"{2: 0, 3: 0, 4: 0}"
571,8,{}
571,AT12,"{2: 2, 3: 2, 4: 2}"
571,AT19,"{0: 0, 1: 0}"
571,Final Exam,"[0, 0, 2, 2, 2]"
572,Prior Assessment Test,"[0, 0, 1, 0, 0]"
572,AT17,"{0: 2, 1: 2, 3: 2}"
572,AT12,"{2: 2, 3: 2, 4: 0}"
572,AT20,{4: 0}
572,AT12,"{2: 2, 3: 2, 4: 0}"
572,AT14,{4: 1}
572,10,{}
572,10,{}
572,AT20,{4: 2}
572,Final Exam,"[2, 2, 2, 2, 2]"
573,Prior Assessment Test,"[1, 0, 0, 0, 0]"
573,AT18,"{1: 2, 2: 1, 3: 1}"
573,AT17,"{0: 2, 1: 2, 3: 1}"
573,AT12,"{2: 2, 3: 2, 4: 1}"
573,10,{}
573,AT14,{4: 2}
573,Final Exam,"[2, 2, 2, 2, 2]"
574,Prior Assessment Test,"[0, 0, 0, 1, 1]"
574,AT18,"{1: 2, 2: 2, 3: 2}"
574,AT17,"{0: 1, 1: 2, 3: 2}"
574,AT12,"{2: 2, 3: 2, 4: 1}"
574,3,{}
574,3,{}
574,AT20,{4: 1}
574,AT17,"{0: 2, 1: 2, 3: 2}"
574,AT20,{4: 2}
574,Final Exam,"[2, 2, 2, 2, 2]"
575,Prior Assessment Test,"[1, 0, 0, 0, 1]"
575,AT12,"{2: 1, 3: 0, 4: 1}"
575,AT14,{4: 2}
575,AT18,"{1: 2, 2: 1, 3: 1}"
575,8,{}
575,3,{}
575,AT17,"{0: 2, 1: 2, 3: 2}"
575,AT15,{2: 2}
575,Final Exam,"[2, 2, 2, 2, 2]"
576,Prior Assessment Test,"[0, 0, 0, 0, 1]"
576,AT18,"{1: 0, 2: 1, 3: 1}"
576,AT18,"{1: 1, 2: 2, 3: 1}"
576,AT17,"{0: 1, 1: 2, 3: 2}"
576,6,{}
576,AT19,"{0: 1, 1: 2}"
576,AT19,"{0: 1, 1: 2}"
576,AT14,{4: 2}
576,AT19,"{0: 2, 1: 2}"
576,Final Exam,"[2, 2, 2, 2, 2]"
577,Prior Assessment Test,"[0, 0, 1, 0, 0]"
577,AT12,"{2: 1, 3: 0, 4: 0}"
577,10,{}
577,AT15,{2: 1}
577,AT18,"{1: 0, 2: 1, 3: 0}"
577,6,{}
577,AT18,"{1: 2, 2: 2, 3: 1}"
577,AT17,"{0: 1, 1: 2, 3: 1}"
577,AT14,{4: 2}
577,Final Exam,"[1, 2, 2, 1, 2]"
578,Prior Assessment Test,"[0, 0, 0, 0, 0]"
578,AT17,"{0: 0, 1: 0, 3: 1}"
578,AT17,"{0: 0, 1: 0, 3: 1}"
578,AT17,"{0: 0, 1: 1, 3: 2}"
578,AT18,"{1: 1, 2: 0, 3: 2}"
578,10,{}
578,5,{}
578,5,{}
578,AT18,"{1: 2, 2: 2, 3: 2}"
578,Final Exam,"[0, 2, 2, 2, 0]"
579,Prior Assessment Test,"[0, 1, 0, 0, 0]"
579,AT17,"{0: 1, 1: 2, 3: 0}"
579,AT17,"{0: 1, 1: 2, 3: 1}"
579,AT15,{2: 2}
579,AT12,"{2: 2, 3: 2, 4: 2}"
579,3,{}
579,1,{}
579,AT19,"{0: 2, 1: 2}"
579,Final Exam,"[2, 2, 2, 2, 2]"
580,Prior Assessment Test,"[0, 1, 0, 2, 0]"
580,5,{}
580,AT12,"{2: 1, 3: 2, 4: 0}"
580,5,{}
580,9,{}
580,10,{}
580,AT15,{2: 2}
580,AT14,{4: 1}
580,AT20,{4: 2}
580,Final Exam,"[0, 2, 2, 2, 2]"
581,Prior Assessment Test,"[0, 0, 0, 0, 0]"
581,AT16,{2: 2}
581,AT17,"{0: 0, 1: 0, 3: 0}"
581,AT17,"{0: 2, 1: 2, 3: 2}"
581,AT14,{4: 2}
581,Final Exam,"[2, 2, 2, 2, 2]"
582,Prior Assessment Test,"[1, 0, 0, 0, 0]"
582,AT12,"{2: 0, 3: 0, 4: 1}"
582,AT17,"{0: 1, 1: 0, 3: 0}"
582,AT18,"{1: 2, 2: 2, 3: 2}"
582,3,{}
582,AT20,{4: 2}
582,1,{}
582,AT17,"{0: 2, 1: 2, 3: 2}"
582,Final Exam,"[2, 2, 2, 2, 2]"
583,Prior Assessment Test,"[0, 1, 0, 0, 0]"
583,AT19,"{0: 1, 1: 2}"
583,AT12,"{2: 2, 3: 2, 4: 2}"
583,1,{}
583,AT19,"{0: 2, 1: 2}"
583,Final Exam,"[2, 2, 2, 2, 2]"
584,Prior Assessment Test,"[0, 0, 0, 0, 0]"
584,5,{}
584,AT17,"{0: 2, 1: 2, 3: 2}"
584,10,{}
584,AT12,"{2: 2, 3: 2, 4: 2}"
584,Final Exam,"[2, 2, 2, 2, 2]"
585,Prior Assessment Test,"[1, 0, 0, 0, 1]"
585,AT12,"{2: 0, 3: 1, 4: 2}"
585,AT17,"{0: 2, 1: 1, 3: 1}"
585,AT18,"{1: 1, 2: 0, 3: 1}"
585,AT18,"{1: 1, 2: 0, 3: 1}"
585,AT18,"{1: 1, 2: 0, 3: 1}"
585,AT18,"{1: 2, 2: 2, 3: 2}"
585,Final Exam,"[2, 2, 2, 2, 2]"
586,Prior Assessment Test,"[0, 1, 0, 1, 0]"
586,AT18,"{1: 2, 2: 2, 3: 2}"
586,3,{}
586,AT14,{4: 0}
586,3,{}
586,AT20,{4: 1}
586,3,{}
586,AT14,{4: 2}
586,AT19,"{0: 2, 1: 2}"
586,Final Exam,"[2, 2, 2, 2, 2]"
587,Prior Assessment Test,"[0, 0, 1, 0, 1]"
587,AT12,"{2: 2, 3: 1, 4: 2}"
587,AT17,"{0: 0, 1: 0, 3: 1}"
587,AT17,"{0: 0, 1: 0, 3: 1}"
587,AT17,"{0: 1, 1: 0, 3: 1}"
587,AT17,"{0: 1, 1: 1, 3: 1}"
587,AT17,"{0: 1, 1: 2, 3: 1}"
587,AT17,"{0: 2, 1: 2, 3: 2}"
587,Final Exam,"[2, 2, 2, 2, 2]"
588,Prior Assessment Test,"[1, 1, 2, 0, 0]"
588,AT17,"{0: 2, 1: 2, 3: 1}"
588,AT12,"{2: 2, 3: 1, 4: 1}"
588,AT12,"{2: 2, 3: 1, 4: 2}"
588,AT11,{3: 1}
588,AT18,"{1: 2, 2: 2, 3: 2}"
588,Final Exam,"[2, 2, 2, 2, 2]"
589,Prior Assessment Test,"[0, 0, 0, 0, 0]"
589,1,{}
589,AT17,"{0: 2, 1: 1, 3: 2}"
589,10,{}
589,AT12,"{2: 1, 3: 2, 4: 2}"
589,AT18,"{1: 2, 2: 2, 3: 2}"
589,Final Exam,"[2, 2, 2, 2, 2]"
590,Prior Assessment Test,"[0, 1, 0, 1, 0]"
590,AT19,"{0: 1, 1: 2}"
590,AT16,{2: 1}
590,AT14,{4: 2}
590,AT18,"{1: 2, 2: 2, 3: 2}"
590,1,{}
590,1,{}
590,AT19,"{0: 2, 1: 2}"
590,Final Exam,"[2, 2, 2, 2, 2]"
591,Prior Assessment Test,"[0, 1, 0, 0, 0]"
591,AT18,"{1: 2, 2: 1, 3: 2}"
591,9,{}
591,AT14,{4: 2}
591,AT16,{2: 2}
591,1,{}
591,3,{}
591,AT17,"{0: 2, 1: 2, 3: 2}"
591,Final Exam,"[2, 2, 2, 2, 2]"
592,Prior Assessment Test,"[0, 0, 0, 0, 0]"
592,AT12,"{2: 1, 3: 0, 4: 0}"
592,AT17,"{0: 0, 1: 0, 3: 0}"
592,1,{}
592,AT17,"{0: 2, 1: 0, 3: 0}"
592,AT12,"{2: 1, 3: 0, 4: 0}"
592,AT18,"{1: 0, 2: 1, 3: 0}"
592,10,{}
592,AT17,"{0: 2, 1: 0, 3: 0}"
592,Final Exam,"[2, 0, 1, 0, 1]"
593,Prior Assessment Test,"[0, 1, 0, 0, 0]"
593,3,{}
593,10,{}
593,AT17,"{0: 2, 1: 2, 3: 2}"
593,10,{}
593,10,{}
593,10,{}
593,AT12,"{2: 2, 3: 2, 4: 2}"
593,Final Exam,"[2, 2, 2, 2, 2]"
594,Prior Assessment Test,"[0, 0, 2, 0, 0]"
594,AT19,"{0: 1, 1: 1}"
594,AT19,"{0: 2, 1: 2}"
594,AT12,"{2: 2, 3: 2, 4: 2}"
594,Final Exam,"[2, 2, 2, 2, 2]"
595,Prior Assessment Test,"[0, 0, 0, 0, 0]"
595,AT12,"{2: 1, 3: 1, 4: 0}"
595,AT12,"{2: 1, 3: 1, 4: 0}"
595,AT17,"{0: 1, 1: 2, 3: 1}"
595,3,{}
595,1,{}
595,1,{}
595,10,{}
595,AT18,"{1: 2, 2: 2, 3: 2}"
595,Final Exam,"[2, 2, 2, 2, 1]"
596,Prior Assessment Test,"[0, 0, 0, 1, 0]"
596,AT12,"{2: 0, 3: 1, 4: 0}"
596,10,{}
596,AT17,"{0: 0, 1: 0, 3: 1}"
596,AT17,"{0: 0, 1: 0, 3: 1}"
596,AT12,"{2: 1, 3: 1, 4: 0}"
596,3,{}
596,AT17,"{0: 0, 1: 0, 3: 1}"
596,AT18,"{1: 0, 2: 1, 3: 1}"
596,Final Exam,"[0, 0, 1, 1, 0]"
597,Prior Assessment Test,"[0, 0, 1, 0, 0]"
597,6,{}
597,AT17,"{0: 0, 1: 1, 3: 0}"
597,AT18,"{1: 1, 2: 2, 3: 1}"
597,AT12,"{2: 2, 3: 2, 4: 2}"
597,AT19,"{0: 1, 1: 1}"
597,AT19,"{0: 2, 1: 2}"
597,Final Exam,"[2, 2, 2, 2, 2]"
598,Prior Assessment Test,"[0, 0, 2, 0, 1]"
598,AT17,"{0: 1, 1: 0, 3: 2}"
598,AT19,"{0: 2, 1: 1}"
598,AT19,"{0: 2, 1: 2}"
598,10,{}
598,6,{}
598,AT14,{4: 2}
598,Final Exam,"[2, 2, 2, 2, 2]"
599,Prior Assessment Test,"[0, 1, 0, 0, 1]"
599,AT17,"{0: 0, 1: 1, 3: 0}"
599,AT13,{1: 2}
599,AT14,{4: 1}
599,10,{}
599,AT12,"{2: 2, 3: 0, 4: 2}"
599,AT17,"{0: 1, 1: 2, 3: 0}"
599,AT17,"{0: 2, 1: 2, 3: 2}"
599,Final Exam,"[2, 2, 2, 2, 2]"
600,Prior Assessment Test,"[0, 0, 0, 0, 0]"
600,AT17,"{0: 1, 1: 2, 3: 2}"
600,10,{}
600,10,{}
600,AT12,"{2: 2, 3: 2, 4: 0}"
600,1,{}
600,AT20,{4: 2}
600,AT19,"{0: 2, 1: 2}"
600,Final Exam,"[2, 2, 2, 2, 2]"
601,Prior Assessment Test,"[0, 0, 0, 0, 0]"
601,10,{}
601,AT18,"{1: 0, 2: 0, 3: 0}"
601,AT18,"{1: 0, 2: 0, 3: 1}"
601,5,{}
601,AT18,"{1: 1, 2: 0, 3: 1}"
601,AT14,{4: 0}
601,AT14,{4: 2}
601,AT17,"{0: 1, 1: 2, 3: 2}"
601,Final Exam,"[1, 2, 0, 2, 2]"
602,Prior Assessment Test,"[0, 1, 0, 0, 1]"
602,AT18,"{1: 1, 2: 0, 3: 1}"
602,AT17,"{0: 0, 1: 1, 3: 1}"
602,AT17,"{0: 1, 1: 1, 3: 1}"
602,AT17,"{0: 2, 1: 2, 3: 2}"
602,10,{}
602,AT12,"{2: 0, 3: 2, 4: 1}"
602,AT12,"{2: 2, 3: 2, 4: 2}"
602,Final Exam,"[2, 2, 2, 2, 2]"
603,Prior Assessment Test,"[1, 0, 1, 1, 1]"
603,10,{}
603,AT12,"{2: 2, 3: 1, 4: 2}"
603,AT17,"{0: 2, 1: 1, 3: 2}"
603,AT13,{1: 1}
603,AT13,{1: 2}
603,Final Exam,"[2, 2, 2, 2, 2]"
604,Prior Assessment Test,"[1, 0, 0, 0, 0]"
604,AT12,"{2: 2, 3: 1, 4: 0}"
604,AT12,"{2: 2, 3: 1, 4: 0}"
604,6,{}
604,AT12,"{2: 2, 3: 1, 4: 1}"
604,AT17,"{0: 1, 1: 0, 3: 2}"
604,AT17,"{0: 1, 1: 0, 3: 2}"
604,6,{}
604,AT19,"{0: 1, 1: 0}"
604,Final Exam,"[1, 0, 2, 2, 2]"
605,Prior Assessment Test,"[0, 1, 0, 1, 1]"
605,AT14,{4: 2}
605,1,{}
605,AT18,"{1: 2, 2: 1, 3: 1}"
605,AT17,"{0: 0, 1: 2, 3: 1}"
605,1,{}
605,AT18,"{1: 2, 2: 2, 3: 2}"
605,AT19,"{0: 2, 1: 2}"
605,Final Exam,"[2, 2, 2, 2, 2]"
606,Prior Assessment Test,"[1, 0, 0, 1, 0]"
606,AT18,"{1: 0, 2: 1, 3: 2}"
606,AT19,"{0: 1, 1: 0}"
606,AT15,{2: 2}
606,AT17,"{0: 1, 1: 0, 3: 2}"
606,AT17,"{0: 1, 1: 0, 3: 2}"
606,6,{}
606,AT19,"{0: 1, 1: 1}"
606,AT14,{4: 2}
606,Final Exam,"[1, 1, 2, 2, 2]"
607,Prior Assessment Test,"[0, 0, 1, 0, 1]"
607,AT12,"{2: 1, 3: 0, 4: 1}"
607,AT19,"{0: 0, 1: 0}"
607,AT12,"{2: 1, 3: 0, 4: 1}"
607,5,{}
607,5,{}
607,AT12,"{2: 2, 3: 0, 4: 2}"
607,AT17,"{0: 2, 1: 2, 3: 1}"
607,AT11,{3: 2}
607,Final Exam,"[2, 2, 2, 2, 2]"
608,Prior Assessment Test,"[0, 1, 0, 0, 0]"
608,AT19,"{0: 1, 1: 2}"
608,AT12,"{2: 0, 3: 0, 4: 0}"
608,AT19,"{0: 2, 1: 2}"
608,AT12,"{2: 0, 3: 0, 4: 0}"
608,AT12,"{2: 1, 3: 1, 4: 1}"
608,AT12,"{2: 2, 3: 2, 4: 2}"
608,Final Exam,"[2, 2, 2, 2, 2]"
609,Prior Assessment Test,"[0, 0, 0, 0, 0]"
609,AT18,"{1: 2, 2: 2, 3: 2}"
609,AT20,{4: 1}
609,AT14,{4: 2}
609,1,{}
609,3,{}
609,3,{}
609,3,{}
609,AT19,"{0: 2, 1: 2}"
609,Final Exam,"[2, 2, 2, 2, 2]"
610,Prior Assessment Test,"[2, 0, 1, 0, 1]"
610,5,{}
610,AT18,"{1: 2, 2: 2, 3: 1}"
610,AT12,"{2: 2, 3: 2, 4: 2}"
610,Final Exam,"[2, 2, 2, 2, 2]"
611,Prior Assessment Test,"[0, 0, 0, 0, 1]"
611,3,{}
611,3,{}
611,AT17,"{0: 2, 1: 2, 3: 2}"
611,AT12,"{2: 0, 3: 2, 4: 1}"
611,AT12,"{2: 2, 3: 2, 4: 2}"
611,Final Exam,"[2, 2, 2, 2, 2]"
612,Prior Assessment Test,"[1, 0, 0, 0, 0]"
612,AT18,"{1: 0, 2: 1, 3: 0}"
612,1,{}
612,AT12,"{2: 2, 3: 1, 4: 1}"
612,AT17,"{0: 2, 1: 1, 3: 2}"
612,6,{}
612,6,{}
612,AT13,{1: 2}
612,AT20,{4: 2}
612,Final Exam,"[2, 2, 2, 2, 2]"
613,Prior Assessment Test,"[0, 0, 0, 0, 1]"
613,AT12,"{2: 0, 3: 1, 4: 2}"
613,AT18,"{1: 1, 2: 1, 3: 2}"
613,AT18,"{1: 2, 2: 1, 3: 2}"
613,3,{}
613,9,{}
613,3,{}
613,AT16,{2: 2}
613,AT19,"{0: 2, 1: 2}"
613,Final Exam,"[2, 2, 2, 2, 2]"
614,Prior Assessment Test,"[0, 1, 1, 0, 0]"
614,AT20,{4: 1}
614,AT14,{4: 1}
614,AT18,"{1: 1, 2: 1, 3: 0}"
614,AT18,"{1: 2, 2: 2, 3: 1}"
614,1,{}
614,1,{}
614,AT17,"{0: 2, 1: 2, 3: 2}"
614,AT14,{4: 2}
614,Final Exam,"[2, 2, 2, 2, 2]"
615,Prior Assessment Test,"[0, 0, 0, 0, 0]"
615,AT18,"{1: 1, 2: 0, 3: 0}"
615,6,{}
615,AT17,"{0: 0, 1: 1, 3: 0}"
615,5,{}
615,AT17,"{0: 0, 1: 2, 3: 0}"
615,10,{}
615,AT18,"{1: 2, 2: 2, 3: 0}"
615,AT17,"{0: 0, 1: 2, 3: 1}"
615,Final Exam,"[0, 2, 2, 1, 2]"
616,Prior Assessment Test,"[0, 1, 0, 0, 1]"
616,AT12,"{2: 0, 3: 1, 4: 2}"
616,AT17,"{0: 1, 1: 1, 3: 2}"
616,8,{}
616,5,{}
616,9,{}
616,3,{}
616,AT18,"{1: 2, 2: 2, 3: 2}"
616,AT19,"{0: 2, 1: 2}"
616,Final Exam,"[2, 2, 2, 2, 2]"
617,Prior Assessment Test,"[0, 0, 1, 0, 0]"
617,AT18,"{1: 1, 2: 2, 3: 2}"
617,AT19,"{0: 2, 1: 2}"
617,AT14,{4: 1}
617,6,{}
617,AT20,{4: 2}
617,Final Exam,"[2, 2, 2, 2, 2]"
618,Prior Assessment Test,"[1, 0, 1, 0, 0]"
618,AT12,"{2: 2, 3: 2, 4: 1}"
618,AT14,{4: 2}
618,AT19,"{0: 1, 1: 0}"
618,AT19,"{0: 2, 1: 1}"
618,AT13,{1: 1}
618,AT19,"{0: 2, 1: 1}"
618,AT17,"{0: 2, 1: 1, 3: 2}"
618,AT18,"{1: 2, 2: 2, 3: 2}"
618,Final Exam,"[2, 2, 2, 2, 2]"
619,Prior Assessment Test,"[0, 1, 0, 0, 0]"
619,AT19,"{0: 1, 1: 2}"
619,AT17,"{0: 2, 1: 2, 3: 2}"
619,AT12,"{2: 0, 3: 2, 4: 0}"
619,10,{}
619,10,{}
619,10,{}
619,10,{}
619,AT12,"{2: 2, 3: 2, 4: 2}"
619,Final Exam,"[2, 2, 2, 2, 2]"
620,Prior Assessment Test,"[1, 1, 0, 0, 0]"
620,6,{}
620,AT18,"{1: 1, 2: 0, 3: 0}"
620,AT17,"{0: 1, 1: 1, 3: 0}"
620,1,{}
620,3,{}
620,AT12,"{2: 1, 3: 1, 4: 2}"
620,AT16,{2: 2}
620,AT17,"{0: 2, 1: 2, 3: 2}"
620,Final Exam,"[2, 2, 2, 2, 2]"
621,Prior Assessment Test,"[0, 0, 0, 1, 0]"
621,AT17,"{0: 1, 1: 1, 3: 1}"
621,AT18,"{1: 1, 2: 0, 3: 2}"
621,1,{}
621,AT18,"{1: 2, 2: 0, 3: 2}"
621,AT12,"{2: 1, 3: 2, 4: 0}"
621,AT12,"{2: 1, 3: 2, 4: 0}"
621,AT12,"{2: 2, 3: 2, 4: 1}"
621,AT20,{4: 2}
621,Final Exam,"[1, 2, 2, 2, 2]"
622,Prior Assessment Test,"[0, 0, 1, 0, 0]"
622,AT18,"{1: 0, 2: 1, 3: 1}"
622,AT12,"{2: 1, 3: 1, 4: 0}"
622,5,{}
622,AT19,"{0: 1, 1: 2}"
622,AT12,"{2: 1, 3: 1, 4: 0}"
622,AT12,"{2: 1, 3: 1, 4: 0}"
622,AT18,"{1: 2, 2: 1, 3: 2}"
622,AT19,"{0: 2, 1: 2}"
622,Final Exam,"[2, 2, 1, 2, 0]"
623,Prior Assessment Test,"[0, 0, 0, 1, 0]"
623,AT13,{1: 2}
623,AT12,"{2: 0, 3: 1, 4: 0}"
623,5,{}
623,10,{}
623,AT17,"{0: 0, 1: 2, 3: 1}"
623,AT17,"{0: 1, 1: 2, 3: 2}"
623,10,{}
623,AT17,"{0: 2, 1: 2, 3: 2}"
623,Final Exam,"[2, 2, 2, 2, 1]"
624,Prior Assessment Test,"[0, 0, 0, 0, 0]"
624,AT12,"{2: 2, 3: 1, 4: 0}"
624,AT17,"{0: 0, 1: 0, 3: 1}"
624,AT12,"{2: 2, 3: 1, 4: 1}"
624,AT13,{1: 2}
624,AT12,"{2: 2, 3: 1, 4: 1}"
624,AT12,"{2: 2, 3: 2, 4: 2}"
624,1,{}
624,AT17,"{0: 2, 1: 2, 3: 2}"
624,Final Exam,"[2, 2, 2, 2, 2]"
625,Prior Assessment Test,"[0, 0, 1, 0, 0]"
625,10,{}
625,1,{}
625,AT17,"{0: 0, 1: 0, 3: 0}"
625,AT17,"{0: 1, 1: 1, 3: 0}"
625,AT17,"{0: 2, 1: 2, 3: 1}"
625,AT12,"{2: 2, 3: 1, 4: 0}"
625,AT12,"{2: 2, 3: 2, 4: 0}"
625,AT20,{4: 1}
625,Final Exam,"[2, 2, 2, 2, 1]"
626,Prior Assessment Test,"[0, 0, 0, 1, 0]"
626,AT20,{4: 1}
626,AT12,"{2: 2, 3: 2, 4: 2}"
626,AT19,"{0: 1, 1: 1}"
626,AT17,"{0: 2, 1: 2, 3: 2}"
626,Final Exam,"[2, 2, 2, 2, 2]"
627,Prior Assessment Test,"[1, 1, 0, 0, 1]"
627,AT17,"{0: 1, 1: 1, 3: 0}"
627,1,{}
627,AT14,{4: 2}
627,AT16,{2: 0}
627,AT17,"{0: 1, 1: 2, 3: 0}"
627,AT17,"{0: 1, 1: 2, 3: 1}"
627,AT17,"{0: 1, 1: 2, 3: 1}"
627,AT12,"{2: 1, 3: 1, 4: 2}"
627,Final Exam,"[1, 2, 1, 1, 2]"
628,Prior Assessment Test,"[0, 0, 0, 0, 0]"
628,1,{}
628,AT17,"{0: 2, 1: 1, 3: 1}"
628,AT18,"{1: 2, 2: 2, 3: 2}"
628,AT12,"{2: 2, 3: 2, 4: 1}"
628,AT12,"{2: 2, 3: 2, 4: 2}"
628,Final Exam,"[2, 2, 2, 2, 2]"
629,Prior Assessment Test,"[0, 0, 0, 2, 0]"
629,AT12,"{2: 1, 3: 2, 4: 0}"
629,AT16,{2: 2}
629,AT17,"{0: 1, 1: 0, 3: 2}"
629,AT20,{4: 1}
629,6,{}
629,AT17,"{0: 2, 1: 1, 3: 2}"
629,AT20,{4: 2}
629,AT17,"{0: 2, 1: 2, 3: 2}"
629,Final Exam,"[2, 2, 2, 2, 2]"
630,Prior Assessment Test,"[0, 0, 0, 0, 0]"
630,10,{}
630,5,{}
630,5,{}
630,AT17,"{0: 2, 1: 2, 3: 2}"
630,AT12,"{2: 2, 3: 2, 4: 2}"
630,Final Exam,"[2, 2, 2, 2, 2]"
631,Prior Assessment Test,"[1, 0, 0, 2, 0]"
631,AT12,"{2: 1, 3: 2, 4: 0}"
631,5,{}
631,AT17,"{0: 2, 1: 2, 3: 2}"
631,10,{}
631,10,{}
631,10,{}
631,AT12,"{2: 2, 3: 2, 4: 2}"
631,Final Exam,"[2, 2, 2, 2, 2]"
632,Prior Assessment Test,"[1, 0, 1, 0, 0]"
632,AT14,{4: 1}
632,AT18,"{1: 0, 2: 1, 3: 0}"
632,AT17,"{0: 2, 1: 0, 3: 2}"
632,AT12,"{2: 2, 3: 2, 4: 2}"
632,AT18,"{1: 2, 2: 2, 3: 2}"
632,Final Exam,"[2, 2, 2, 2, 2]"
633,Prior Assessment Test,"[0, 0, 0, 0, 0]"
633,AT18,"{1: 0, 2: 0, 3: 0}"
633,AT17,"{0: 0, 1: 0, 3: 0}"
633,AT19,"{0: 0, 1: 1}"
633,AT13,{1: 2}
633,AT12,"{2: 0, 3: 1, 4: 0}"
633,AT12,"{2: 2, 3: 2, 4: 1}"
633,1,{}
633,AT14,{4: 2}
633,Final Exam,"[0, 2, 2, 2, 2]"
634,Prior Assessment Test,"[0, 0, 0, 0, 0]"
634,10,{}
634,6,{}
634,AT17,"{0: 1, 1: 1, 3: 1}"
634,1,{}
634,AT18,"{1: 1, 2: 0, 3: 1}"
634,AT17,"{0: 2, 1: 2, 3: 2}"
634,AT12,"{2: 1, 3: 2, 4: 2}"
634,AT15,{2: 1}
634,Final Exam,"[2, 2, 1, 2, 2]"
635,Prior Assessment Test,"[1, 0, 0, 0, 0]"
635,3,{}
635,6,{}
635,AT17,"{0: 2, 1: 0, 3: 2}"
635,5,{}
635,AT18,"{1: 2, 2: 2, 3: 2}"
635,AT20,{4: 2}
635,Final Exam,"[2, 2, 2, 2, 2]"
636,Prior Assessment Test,"[0, 0, 0, 0, 0]"
636,AT18,"{1: 2, 2: 1, 3: 1}"
636,AT12,"{2: 2, 3: 2, 4: 1}"
636,AT20,{4: 1}
636,1,{}
636,6,{}
636,AT20,{4: 2}
636,3,{}
636,3,{}
636,Final Exam,"[2, 2, 2, 2, 2]"
637,Prior Assessment Test,"[0, 0, 0, 0, 0]"
637,AT17,"{0: 2, 1: 2, 3: 2}"
637,AT12,"{2: 0, 3: 2, 4: 0}"
637,10,{}
637,10,{}
637,AT12,"{2: 2, 3: 2, 4: 2}"
637,Final Exam,"[2, 2, 2, 2, 2]"
638,Prior Assessment Test,"[0, 0, 0, 0, 0]"
638,AT17,"{0: 2, 1: 0, 3: 2}"
638,AT13,{1: 1}
638,AT18,"{1: 2, 2: 2, 3: 2}"
638,6,{}
638,6,{}
638,AT20,{4: 2}
638,Final Exam,"[2, 2, 2, 2, 2]"
639,Prior Assessment Test,"[0, 0, 1, 0, 0]"
639,AT18,"{1: 0, 2: 1, 3: 0}"
639,AT18,"{1: 0, 2: 2, 3: 1}"
639,AT17,"{0: 0, 1: 1, 3: 1}"
639,AT14,{4: 1}
639,AT12,"{2: 2, 3: 1, 4: 1}"
639,AT19,"{0: 0, 1: 1}"
639,6,{}
639,AT12,"{2: 2, 3: 2, 4: 2}"
639,Final Exam,"[0, 1, 2, 2, 2]"
640,Prior Assessment Test,"[0, 1, 0, 0, 0]"
640,AT12,"{2: 1, 3: 0, 4: 0}"
640,AT19,"{0: 1, 1: 2}"
640,AT12,"{2: 1, 3: 1, 4: 1}"
640,AT18,"{1: 2, 2: 1, 3: 1}"
640,AT12,"{2: 2, 3: 2, 4: 2}"
640,1,{}
640,AT17,"{0: 2, 1: 2, 3: 2}"
640,Final Exam,"[2, 2, 2, 2, 2]"
641,Prior Assessment Test,"[0, 0, 0, 0, 0]"
641,1,{}
