Student_ID,Action_Types,Cur_Proficiency
712,Final Exam,"[1, 0, 0, 2, 0]"
713,Prior Assessment Test,"[1, 0, 0, 0, 1]"
713,AT20,"{2: 0, 3: 1}"
713,AT13,"{1: 1, 3: 2}"
713,9,{}
713,3,{}
713,10,{}
713,7,{}
713,AT18,"{1: 2, 4: 2}"
713,AT20,"{2: 2, 3: 2}"
713,Final Exam,"[2, 2, 2, 2, 2]"
714,Prior Assessment Test,"[0, 0, 0, 0, 0]"
714,2,{}
714,2,{}
714,9,{}
714,7,{}
714,8,{}
714,AT12,{4: 2}
714,6,{}
714,8,{}
714,Final Exam,"[0, 1, 2, 2, 2]"
715,Prior Assessment Test,"[1, 0, 0, 0, 0]"
715,2,{}
715,6,{}
715,10,{}
715,2,{}
715,5,{}
715,2,{}
715,8,{}
715,AT12,{4: 1}
715,Final Exam,"[2, 1, 1, 0, 1]"
716,Prior Assessment Test,"[0, 0, 0, 0, 0]"
716,2,{}
716,8,{}
716,6,{}
716,6,{}
716,2,{}
716,9,{}
716,3,{}
716,AT20,"{2: 2, 3: 2}"
716,Final Exam,"[2, 2, 2, 2, 0]"
717,Prior Assessment Test,"[1, 0, 0, 0, 2]"
717,2,{}
717,9,{}
717,AT11,{3: 2}
717,AT15,{0: 2}
717,3,{}
717,2,{}
717,AT20,"{2: 2, 3: 2}"
717,AT18,"{1: 2, 4: 2}"
717,Final Exam,"[2, 2, 2, 2, 2]"
718,Prior Assessment Test,"[1, 1, 0, 0, 0]"
718,2,{}
718,AT13,"{1: 2, 3: 0}"
718,7,{}
718,AT18,"{1: 2, 4: 1}"
718,8,{}
718,5,{}
718,AT18,"{1: 2, 4: 2}"
718,AT15,{0: 2}
718,Final Exam,"[2, 2, 1, 2, 2]"
719,Prior Assessment Test,"[0, 0, 0, 0, 0]"
719,AT20,"{2: 0, 3: 2}"
719,2,{}
719,AT12,{4: 1}
719,7,{}
719,AT18,"{1: 2, 4: 2}"
719,8,{}
719,6,{}
719,AT20,"{2: 2, 3: 2}"
719,Final Exam,"[2, 2, 2, 2, 2]"
720,Prior Assessment Test,"[0, 0, 0, 0, 0]"
720,5,{}
720,AT13,"{1: 1, 3: 2}"
720,AT18,"{1: 2, 4: 2}"
720,1,{}
720,AT15,{0: 2}
720,9,{}
720,9,{}
720,9,{}
720,Final Exam,"[2, 2, 2, 2, 2]"
721,Prior Assessment Test,"[0, 0, 0, 1, 0]"
721,AT17,{0: 1}
721,2,{}
721,AT15,{0: 1}
721,5,{}
721,2,{}
721,AT13,"{1: 2, 3: 2}"
721,AT20,"{2: 2, 3: 2}"
721,AT12,{4: 0}
721,Final Exam,"[2, 2, 2, 2, 0]"
722,Prior Assessment Test,"[0, 0, 0, 0, 1]"
722,3,{}
722,10,{}
722,AT13,"{1: 2, 3: 0}"
722,9,{}
722,3,{}
722,5,{}
722,8,{}
722,AT14,{3: 0}
722,Final Exam,"[2, 2, 1, 0, 2]"
723,Prior Assessment Test,"[0, 0, 0, 1, 0]"
723,5,{}
723,AT12,{4: 1}
723,2,{}
723,6,{}
723,7,{}
723,9,{}
723,AT13,"{1: 1, 3: 2}"
723,AT12,{4: 2}
723,Final Exam,"[1, 1, 0, 2, 2]"
724,Prior Assessment Test,"[0, 0, 0, 0, 0]"
724,5,{}
724,8,{}
724,AT13,"{1: 1, 3: 1}"
724,2,{}
724,2,{}
724,2,{}
724,AT13,"{1: 2, 3: 2}"
724,AT17,{0: 0}
724,Final Exam,"[0, 2, 2, 2, 0]"
725,Prior Assessment Test,"[1, 0, 1, 1, 1]"
725,8,{}
725,AT13,"{1: 1, 3: 2}"
725,2,{}
725,2,{}
725,AT15,{0: 2}
725,AT20,"{2: 2, 3: 2}"
725,AT18,"{1: 2, 4: 1}"
725,AT12,{4: 2}
725,Final Exam,"[2, 2, 2, 2, 2]"
726,Prior Assessment Test,"[1, 0, 1, 1, 0]"
726,AT13,"{1: 1, 3: 2}"
726,7,{}
726,9,{}
726,6,{}
726,AT16,{1: 2}
726,AT18,"{1: 2, 4: 2}"
726,AT20,"{2: 2, 3: 2}"
726,AT15,{0: 2}
726,Final Exam,"[2, 2, 2, 2, 2]"
727,Prior Assessment Test,"[1, 0, 0, 0, 0]"
727,3,{}
727,AT20,"{2: 2, 3: 0}"
727,AT18,"{1: 2, 4: 1}"
727,AT12,{4: 2}
727,5,{}
727,5,{}
727,5,{}
727,AT14,{3: 1}
727,Final Exam,"[2, 2, 2, 1, 2]"
728,Prior Assessment Test,"[0, 0, 0, 0, 0]"
728,2,{}
728,6,{}
728,3,{}
728,7,{}
728,AT12,{4: 2}
728,2,{}
728,5,{}
728,AT20,"{2: 1, 3: 0}"
728,Final Exam,"[2, 2, 1, 0, 2]"
729,Prior Assessment Test,"[0, 0, 0, 1, 0]"
729,2,{}
729,2,{}
729,6,{}
729,AT12,{4: 2}
729,2,{}
729,5,{}
729,AT20,"{2: 2, 3: 1}"
729,AT15,{0: 2}
729,Final Exam,"[2, 2, 2, 1, 2]"
730,Prior Assessment Test,"[0, 0, 0, 1, 0]"
730,AT13,"{1: 0, 3: 1}"
730,10,{}
730,AT13,"{1: 1, 3: 1}"
730,9,{}
730,3,{}
730,3,{}
730,AT11,{3: 1}
730,AT12,{4: 2}
730,Final Exam,"[1, 2, 0, 1, 2]"
731,Prior Assessment Test,"[0, 1, 0, 0, 0]"
731,2,{}
731,AT18,"{1: 1, 4: 2}"
731,AT20,"{2: 0, 3: 0}"
731,2,{}
731,8,{}
731,AT20,"{2: 2, 3: 1}"
731,AT16,{1: 2}
731,AT17,{0: 1}
731,Final Exam,"[1, 2, 2, 1, 2]"
732,Prior Assessment Test,"[0, 0, 0, 0, 0]"
732,9,{}
732,AT12,{4: 0}
732,3,{}
732,9,{}
732,3,{}
732,2,{}
732,1,{}
732,AT20,"{2: 2, 3: 2}"
732,Final Exam,"[2, 2, 2, 2, 1]"
733,Prior Assessment Test,"[0, 0, 0, 0, 0]"
733,5,{}
733,2,{}
733,8,{}
733,9,{}
733,10,{}
733,AT14,{3: 2}
733,9,{}
733,AT18,"{1: 2, 4: 1}"
733,Final Exam,"[2, 2, 2, 2, 1]"
734,Prior Assessment Test,"[0, 1, 0, 1, 1]"
734,AT18,"{1: 2, 4: 2}"
734,AT20,"{2: 0, 3: 2}"
734,AT20,"{2: 0, 3: 2}"
734,2,{}
734,10,{}
734,AT17,{0: 0}
734,AT15,{0: 0}
734,AT20,"{2: 1, 3: 2}"
734,Final Exam,"[0, 2, 1, 2, 2]"
735,Prior Assessment Test,"[0, 0, 0, 0, 0]"
735,9,{}
735,AT18,"{1: 2, 4: 2}"
735,AT17,{0: 0}
735,AT17,{0: 1}
735,5,{}
735,AT20,"{2: 2, 3: 2}"
735,1,{}
735,AT15,{0: 2}
735,Final Exam,"[2, 2, 2, 2, 2]"
736,Prior Assessment Test,"[0, 0, 0, 0, 0]"
736,AT13,"{1: 0, 3: 0}"
736,8,{}
736,AT20,"{2: 2, 3: 2}"
736,10,{}
736,10,{}
736,10,{}
736,AT15,{0: 2}
736,AT18,"{1: 1, 4: 2}"
736,Final Exam,"[2, 1, 2, 2, 2]"
737,Prior Assessment Test,"[0, 1, 0, 0, 1]"
737,6,{}
737,7,{}
737,5,{}
737,10,{}
737,6,{}
737,AT20,"{2: 0, 3: 0}"
737,AT13,"{1: 2, 3: 2}"
737,AT17,{0: 2}
737,Final Exam,"[2, 2, 0, 2, 2]"
738,Prior Assessment Test,"[0, 2, 1, 0, 1]"
738,AT20,"{2: 2, 3: 2}"
738,10,{}
738,AT17,{0: 2}
738,7,{}
738,AT12,{4: 2}
738,Final Exam,"[2, 2, 2, 2, 2]"
739,Prior Assessment Test,"[0, 0, 0, 0, 0]"
739,10,{}
739,AT13,"{1: 1, 3: 1}"
739,9,{}
739,AT13,"{1: 2, 3: 2}"
739,3,{}
739,2,{}
739,2,{}
739,AT12,{4: 1}
739,Final Exam,"[1, 2, 2, 2, 1]"
740,Prior Assessment Test,"[1, 0, 0, 0, 0]"
740,6,{}
740,3,{}
740,3,{}
740,AT13,"{1: 2, 3: 1}"
740,AT14,{3: 1}
740,8,{}
740,AT20,"{2: 2, 3: 2}"
740,AT17,{0: 1}
740,Final Exam,"[1, 2, 2, 2, 1]"
741,Prior Assessment Test,"[1, 0, 1, 1, 1]"
741,2,{}
741,AT20,"{2: 1, 3: 1}"
741,8,{}
741,10,{}
741,AT20,"{2: 1, 3: 2}"
741,AT16,{1: 2}
741,AT20,"{2: 1, 3: 2}"
741,AT15,{0: 1}
741,Final Exam,"[1, 2, 1, 2, 1]"
742,Prior Assessment Test,"[0, 0, 1, 0, 0]"
742,2,{}
742,AT12,{4: 1}
742,AT18,"{1: 2, 4: 2}"
742,5,{}
742,8,{}
742,5,{}
742,8,{}
742,AT11,{3: 2}
742,Final Exam,"[1, 2, 2, 2, 2]"
743,Prior Assessment Test,"[0, 0, 1, 0, 0]"
743,3,{}
743,2,{}
743,2,{}
743,AT13,"{1: 2, 3: 1}"
743,5,{}
743,AT20,"{2: 2, 3: 2}"
743,7,{}
743,AT15,{0: 0}
743,Final Exam,"[0, 2, 2, 2, 1]"
744,Prior Assessment Test,"[0, 0, 0, 0, 0]"
744,5,{}
744,2,{}
744,5,{}
744,9,{}
744,6,{}
744,10,{}
744,AT13,"{1: 2, 3: 2}"
744,1,{}
744,Final Exam,"[2, 2, 2, 2, 0]"
745,Prior Assessment Test,"[0, 0, 0, 0, 0]"
745,9,{}
745,2,{}
745,9,{}
745,AT18,"{1: 1, 4: 0}"
745,AT13,"{1: 1, 3: 1}"
745,8,{}
745,AT20,"{2: 2, 3: 1}"
745,AT12,{4: 2}
745,Final Exam,"[0, 1, 2, 1, 2]"
746,Prior Assessment Test,"[1, 1, 1, 1, 1]"
746,AT13,"{1: 2, 3: 2}"
746,9,{}
746,AT12,{4: 2}
746,AT20,"{2: 2, 3: 2}"
746,AT17,{0: 2}
746,Final Exam,"[2, 2, 2, 2, 2]"
747,Prior Assessment Test,"[0, 0, 0, 0, 0]"
747,7,{}
747,2,{}
747,AT13,"{1: 2, 3: 1}"
747,AT14,{3: 2}
747,2,{}
747,7,{}
747,9,{}
747,7,{}
747,Final Exam,"[0, 2, 2, 2, 2]"
748,Prior Assessment Test,"[0, 0, 0, 0, 0]"
748,AT18,"{1: 0, 4: 0}"
748,5,{}
748,AT12,{4: 1}
748,6,{}
748,2,{}
748,AT13,"{1: 1, 3: 1}"
748,AT13,"{1: 1, 3: 1}"
748,AT13,"{1: 2, 3: 2}"
748,Final Exam,"[2, 2, 0, 2, 1]"
749,Prior Assessment Test,"[0, 1, 0, 0, 0]"
749,8,{}
749,3,{}
749,5,{}
749,9,{}
749,8,{}
749,9,{}
749,AT17,{0: 0}
749,AT20,"{2: 2, 3: 2}"
749,Final Exam,"[0, 2, 2, 2, 1]"
750,Prior Assessment Test,"[0, 1, 0, 0, 0]"
750,AT12,{4: 1}
750,3,{}
750,7,{}
750,6,{}
750,AT17,{0: 1}
750,2,{}
750,AT17,{0: 1}
750,AT12,{4: 2}
750,Final Exam,"[1, 2, 0, 0, 2]"
751,Prior Assessment Test,"[0, 1, 0, 0, 0]"
751,AT18,"{1: 2, 4: 2}"
751,AT20,"{2: 2, 3: 1}"
751,5,{}
751,5,{}
751,5,{}
751,5,{}
751,AT14,{3: 2}
751,AT15,{0: 2}
751,Final Exam,"[2, 2, 2, 2, 2]"
752,Prior Assessment Test,"[0, 0, 0, 0, 0]"
752,10,{}
752,AT17,{0: 2}
752,AT20,"{2: 2, 3: 1}"
752,AT13,"{1: 2, 3: 2}"
752,3,{}
752,7,{}
752,7,{}
752,AT18,"{1: 2, 4: 2}"
752,Final Exam,"[2, 2, 2, 2, 2]"
753,Prior Assessment Test,"[1, 0, 0, 0, 0]"
753,AT18,"{1: 0, 4: 1}"
753,AT13,"{1: 1, 3: 0}"
753,AT18,"{1: 2, 4: 2}"
753,5,{}
753,8,{}
753,8,{}
753,AT17,{0: 1}
753,AT20,"{2: 2, 3: 1}"
753,Final Exam,"[1, 2, 2, 1, 2]"
754,Prior Assessment Test,"[0, 0, 0, 0, 1]"
754,AT12,{4: 2}
754,2,{}
754,AT20,"{2: 2, 3: 1}"
754,5,{}
754,5,{}
754,AT13,"{1: 1, 3: 2}"
754,10,{}
754,AT13,"{1: 2, 3: 2}"
754,Final Exam,"[2, 2, 2, 2, 2]"
755,Prior Assessment Test,"[0, 0, 1, 0, 0]"
755,10,{}
755,8,{}
755,6,{}
755,8,{}
755,5,{}
755,6,{}
755,AT20,"{2: 2, 3: 2}"
755,AT18,"{1: 2, 4: 2}"
755,Final Exam,"[2, 2, 2, 2, 2]"
756,Prior Assessment Test,"[0, 0, 1, 0, 0]"
756,AT12,{4: 1}
756,AT18,"{1: 1, 4: 2}"
756,AT13,"{1: 2, 3: 1}"
756,AT20,"{2: 1, 3: 1}"
756,10,{}
756,5,{}
756,6,{}
756,AT20,"{2: 2, 3: 2}"
756,Final Exam,"[2, 2, 2, 2, 2]"
757,Prior Assessment Test,"[1, 0, 1, 0, 0]"
757,3,{}
757,AT18,"{1: 0, 4: 0}"
757,AT18,"{1: 0, 4: 0}"
757,6,{}
757,AT20,"{2: 1, 3: 0}"
757,AT19,{3: 2}
757,AT15,{0: 2}
757,AT18,"{1: 2, 4: 0}"
757,Final Exam,"[2, 2, 1, 2, 0]"
758,Prior Assessment Test,"[0, 0, 0, 1, 0]"
758,AT20,"{2: 2, 3: 1}"
758,5,{}
758,5,{}
758,3,{}
758,7,{}
758,AT12,{4: 2}
758,10,{}
758,AT17,{0: 2}
758,Final Exam,"[2, 2, 2, 2, 2]"
759,Prior Assessment Test,"[0, 0, 1, 1, 0]"
759,AT20,"{2: 2, 3: 2}"
759,3,{}
759,AT18,"{1: 1, 4: 1}"
759,7,{}
759,3,{}
759,6,{}
759,AT13,"{1: 1, 3: 2}"
759,AT15,{0: 2}
759,Final Exam,"[2, 1, 2, 2, 1]"
760,Prior Assessment Test,"[0, 0, 1, 0, 0]"
760,2,{}
760,7,{}
760,6,{}
760,AT12,{4: 2}
760,5,{}
760,2,{}
760,AT16,{1: 2}
760,AT20,"{2: 2, 3: 2}"
760,Final Exam,"[2, 2, 2, 2, 2]"
761,Prior Assessment Test,"[1, 0, 0, 0, 0]"
761,3,{}
761,3,{}
761,AT12,{4: 2}
761,2,{}
761,AT20,"{2: 0, 3: 0}"
761,AT13,"{1: 2, 3: 0}"
761,9,{}
761,AT20,"{2: 2, 3: 1}"
761,Final Exam,"[1, 2, 2, 1, 2]"
762,Prior Assessment Test,"[1, 0, 0, 0, 0]"
762,AT13,"{1: 0, 3: 0}"
762,5,{}
762,9,{}
762,10,{}
762,5,{}
762,AT20,"{2: 1, 3: 2}"
762,AT18,"{1: 1, 4: 1}"
762,AT12,{4: 1}
762,Final Exam,"[2, 1, 1, 2, 1]"
763,Prior Assessment Test,"[0, 0, 0, 0, 0]"
763,AT15,{0: 2}
763,AT18,"{1: 2, 4: 2}"
763,AT20,"{2: 0, 3: 0}"
763,8,{}
763,AT20,"{2: 2, 3: 2}"
763,Final Exam,"[2, 2, 2, 2, 2]"
764,Prior Assessment Test,"[0, 1, 0, 0, 0]"
764,6,{}
764,10,{}
764,2,{}
764,5,{}
764,5,{}
764,AT18,"{1: 2, 4: 0}"
764,AT20,"{2: 2, 3: 2}"
764,AT17,{0: 2}
764,Final Exam,"[2, 2, 2, 2, 0]"
765,Prior Assessment Test,"[1, 0, 0, 0, 0]"
765,10,{}
765,AT15,{0: 1}
765,AT18,"{1: 0, 4: 0}"
765,8,{}
765,5,{}
765,8,{}
765,8,{}
765,AT14,{3: 2}
765,Final Exam,"[1, 0, 2, 2, 0]"
766,Prior Assessment Test,"[0, 0, 0, 0, 1]"
766,AT13,"{1: 1, 3: 2}"
766,10,{}
766,1,{}
766,AT12,{4: 2}
766,2,{}
766,2,{}
766,AT17,{0: 2}
766,AT20,"{2: 1, 3: 2}"
766,Final Exam,"[2, 2, 1, 2, 2]"
767,Prior Assessment Test,"[0, 0, 0, 1, 0]"
767,6,{}
767,AT19,{3: 2}
767,AT12,{4: 0}
767,2,{}
767,1,{}
767,10,{}
767,AT20,"{2: 0, 3: 2}"
767,AT18,"{1: 2, 4: 0}"
767,Final Exam,"[0, 2, 0, 2, 0]"
768,Prior Assessment Test,"[0, 0, 0, 0, 0]"
768,AT20,"{2: 0, 3: 1}"
768,AT18,"{1: 1, 4: 0}"
768,9,{}
768,AT13,"{1: 1, 3: 2}"
768,9,{}
768,2,{}
768,AT18,"{1: 2, 4: 0}"
768,AT15,{0: 2}
768,Final Exam,"[2, 2, 2, 2, 0]"
769,Prior Assessment Test,"[0, 0, 0, 1, 0]"
769,10,{}
769,5,{}
769,AT20,"{2: 0, 3: 2}"
769,2,{}
769,10,{}
769,7,{}
769,AT16,{1: 2}
769,AT17,{0: 2}
769,Final Exam,"[2, 2, 1, 2, 2]"
770,Prior Assessment Test,"[0, 1, 0, 0, 0]"
770,AT18,"{1: 1, 4: 0}"
770,AT18,"{1: 1, 4: 0}"
770,8,{}
770,5,{}
770,AT18,"{1: 1, 4: 0}"
770,3,{}
770,AT16,{1: 2}
770,AT17,{0: 1}
770,Final Exam,"[1, 2, 0, 1, 0]"
771,Prior Assessment Test,"[1, 1, 0, 0, 1]"
771,8,{}
771,AT19,{3: 0}
771,9,{}
771,3,{}
771,3,{}
771,AT18,"{1: 1, 4: 1}"
771,AT18,"{1: 2, 4: 2}"
771,AT19,{3: 0}
771,Final Exam,"[1, 2, 0, 0, 2]"
772,Prior Assessment Test,"[0, 0, 0, 0, 0]"
772,AT18,"{1: 1, 4: 1}"
772,AT18,"{1: 2, 4: 2}"
772,10,{}
772,5,{}
772,8,{}
772,AT20,"{2: 0, 3: 2}"
772,9,{}
772,1,{}
772,Final Exam,"[1, 2, 2, 2, 2]"
773,Prior Assessment Test,"[0, 0, 0, 1, 1]"
773,AT11,{3: 1}
773,2,{}
773,AT20,"{2: 1, 3: 2}"
773,6,{}
773,10,{}
773,AT12,{4: 2}
773,AT20,"{2: 2, 3: 2}"
773,AT17,{0: 2}
773,Final Exam,"[2, 2, 2, 2, 2]"
774,Prior Assessment Test,"[0, 0, 0, 0, 0]"
774,AT13,"{1: 1, 3: 1}"
774,AT12,{4: 1}
774,3,{}
774,6,{}
774,2,{}
774,3,{}
774,AT13,"{1: 2, 3: 2}"
774,AT18,"{1: 2, 4: 2}"
774,Final Exam,"[1, 2, 0, 2, 2]"
775,Prior Assessment Test,"[1, 0, 0, 0, 1]"
775,AT20,"{2: 0, 3: 1}"
775,6,{}
775,AT18,"{1: 1, 4: 2}"
775,2,{}
775,AT13,"{1: 2, 3: 1}"
775,5,{}
775,AT11,{3: 2}
775,AT15,{0: 2}
775,Final Exam,"[2, 2, 1, 2, 2]"
776,Prior Assessment Test,"[0, 0, 0, 1, 0]"
776,2,{}
776,5,{}
776,AT12,{4: 1}
776,AT18,"{1: 2, 4: 2}"
776,AT20,"{2: 2, 3: 2}"
776,AT17,{0: 2}
776,Final Exam,"[2, 2, 2, 2, 2]"
777,Prior Assessment Test,"[0, 0, 0, 0, 1]"
777,8,{}
777,AT17,{0: 1}
777,5,{}
777,AT18,"{1: 2, 4: 2}"
777,5,{}
777,8,{}
777,5,{}
777,AT11,{3: 2}
777,Final Exam,"[2, 2, 1, 2, 2]"
778,Prior Assessment Test,"[0, 0, 0, 0, 1]"
778,10,{}
778,8,{}
778,5,{}
778,2,{}
778,6,{}
778,1,{}
778,6,{}
778,AT18,"{1: 2, 4: 1}"
778,Final Exam,"[2, 2, 2, 1, 1]"
779,Prior Assessment Test,"[0, 0, 0, 0, 0]"
779,5,{}
779,8,{}
779,9,{}
779,5,{}
779,9,{}
779,10,{}
779,3,{}
779,AT15,{0: 1}
779,Final Exam,"[1, 2, 2, 2, 2]"
780,Prior Assessment Test,"[1, 0, 1, 0, 0]"
780,8,{}
780,AT13,"{1: 1, 3: 2}"
780,6,{}
780,3,{}
780,10,{}
780,8,{}
780,AT20,"{2: 2, 3: 2}"
780,AT13,"{1: 2, 3: 2}"
780,Final Exam,"[2, 2, 2, 2, 1]"
781,Prior Assessment Test,"[0, 0, 0, 0, 1]"
781,AT12,{4: 1}
781,AT20,"{2: 1, 3: 1}"
781,2,{}
781,2,{}
781,AT15,{0: 0}
781,3,{}
781,10,{}
781,AT12,{4: 2}
781,Final Exam,"[0, 2, 2, 1, 2]"
782,Prior Assessment Test,"[0, 0, 0, 0, 1]"
782,AT13,"{1: 0, 3: 1}"
782,3,{}
782,2,{}
782,2,{}
782,7,{}
782,AT13,"{1: 2, 3: 2}"
782,AT15,{0: 1}
782,AT17,{0: 1}
782,Final Exam,"[1, 2, 2, 2, 2]"
783,Prior Assessment Test,"[1, 0, 0, 0, 0]"
783,7,{}
783,AT15,{0: 2}
783,8,{}
783,8,{}
783,3,{}
783,8,{}
783,8,{}
783,AT11,{3: 2}
783,Final Exam,"[2, 2, 2, 2, 2]"
784,Prior Assessment Test,"[0, 0, 1, 0, 0]"
784,7,{}
784,AT14,{3: 0}
784,AT18,"{1: 0, 4: 2}"
784,AT13,"{1: 0, 3: 0}"
784,1,{}
784,2,{}
784,5,{}
784,5,{}
784,Final Exam,"[2, 0, 2, 2, 2]"
785,Prior Assessment Test,"[0, 0, 0, 1, 0]"
785,5,{}
785,7,{}
785,AT19,{3: 2}
785,3,{}
785,2,{}
785,2,{}
785,AT12,{4: 1}
785,AT16,{1: 2}
785,Final Exam,"[2, 2, 2, 2, 1]"
786,Prior Assessment Test,"[1, 1, 0, 0, 1]"
786,8,{}
786,AT13,"{1: 2, 3: 2}"
786,AT15,{0: 1}
786,7,{}
786,AT12,{4: 2}
786,AT20,"{2: 0, 3: 2}"
786,AT17,{0: 2}
786,AT20,"{2: 1, 3: 2}"
786,Final Exam,"[2, 2, 1, 2, 2]"
787,Prior Assessment Test,"[0, 1, 0, 0, 0]"
787,3,{}
787,2,{}
787,2,{}
787,AT11,{3: 0}
787,AT15,{0: 0}
787,5,{}
787,8,{}
787,AT12,{4: 1}
787,Final Exam,"[1, 2, 2, 1, 1]"
788,Prior Assessment Test,"[1, 0, 0, 0, 0]"
788,6,{}
788,2,{}
788,10,{}
788,AT11,{3: 2}
788,3,{}
788,AT17,{0: 2}
788,AT12,{4: 2}
788,AT20,"{2: 2, 3: 2}"
788,Final Exam,"[2, 2, 2, 2, 2]"
789,Prior Assessment Test,"[0, 0, 0, 0, 0]"
789,AT12,{4: 2}
789,2,{}
789,AT15,{0: 0}
789,2,{}
789,2,{}
789,8,{}
789,AT13,"{1: 2, 3: 2}"
789,1,{}
789,Final Exam,"[0, 2, 2, 2, 2]"
790,Prior Assessment Test,"[0, 0, 0, 1, 1]"
790,8,{}
790,AT13,"{1: 1, 3: 2}"
790,AT17,{0: 2}
790,2,{}
790,AT18,"{1: 1, 4: 1}"
790,7,{}
790,3,{}
790,AT12,{4: 2}
790,Final Exam,"[2, 2, 0, 2, 2]"
791,Prior Assessment Test,"[0, 0, 0, 0, 0]"
791,5,{}
791,AT13,"{1: 1, 3: 2}"
791,2,{}
791,AT20,"{2: 2, 3: 2}"
791,10,{}
791,AT12,{4: 1}
791,3,{}
791,10,{}
791,Final Exam,"[2, 2, 2, 2, 1]"
792,Prior Assessment Test,"[0, 0, 0, 1, 1]"
792,3,{}
792,5,{}
792,AT12,{4: 2}
792,5,{}
792,AT15,{0: 2}
792,AT20,"{2: 2, 3: 2}"
792,AT13,"{1: 0, 3: 2}"
792,AT18,"{1: 0, 4: 2}"
792,Final Exam,"[2, 0, 2, 2, 2]"
793,Prior Assessment Test,"[0, 1, 0, 0, 0]"
793,AT11,{3: 1}
793,1,{}
793,6,{}
793,8,{}
793,7,{}
793,3,{}
793,AT12,{4: 2}
793,AT16,{1: 2}
793,Final Exam,"[1, 2, 2, 2, 2]"
794,Prior Assessment Test,"[0, 0, 0, 0, 0]"
794,9,{}
794,6,{}
794,AT13,"{1: 2, 3: 1}"
794,5,{}
794,7,{}
794,9,{}
794,AT20,"{2: 2, 3: 2}"
794,AT12,{4: 2}
794,Final Exam,"[2, 2, 2, 2, 2]"
795,Prior Assessment Test,"[1, 1, 0, 0, 0]"
795,AT18,"{1: 2, 4: 1}"
795,AT12,{4: 2}
795,8,{}
795,5,{}
795,AT20,"{2: 2, 3: 1}"
795,5,{}
795,AT17,{0: 2}
795,AT13,"{1: 2, 3: 2}"
795,Final Exam,"[2, 2, 2, 2, 2]"
796,Prior Assessment Test,"[0, 0, 0, 1, 1]"
796,AT13,"{1: 0, 3: 1}"
796,AT18,"{1: 0, 4: 2}"
796,2,{}
796,6,{}
796,AT20,"{2: 1, 3: 1}"
796,2,{}
796,AT20,"{2: 2, 3: 2}"
796,AT15,{0: 1}
796,Final Exam,"[1, 1, 2, 2, 2]"
797,Prior Assessment Test,"[0, 0, 0, 0, 1]"
797,8,{}
797,AT13,"{1: 1, 3: 2}"
797,2,{}
797,10,{}
797,9,{}
797,6,{}
797,AT12,{4: 1}
797,AT12,{4: 2}
797,Final Exam,"[2, 2, 1, 2, 2]"
798,Prior Assessment Test,"[0, 0, 1, 0, 0]"
798,AT18,"{1: 2, 4: 0}"
798,AT12,{4: 2}
798,5,{}
798,5,{}
798,5,{}
798,5,{}
798,AT17,{0: 2}
798,AT20,"{2: 2, 3: 2}"
798,Final Exam,"[2, 2, 2, 2, 2]"
799,Prior Assessment Test,"[1, 0, 0, 0, 0]"
799,AT13,"{1: 0, 3: 0}"
799,6,{}
799,6,{}
799,AT20,"{2: 2, 3: 2}"
799,AT17,{0: 2}
799,3,{}
799,AT18,"{1: 2, 4: 1}"
799,AT12,{4: 2}
799,Final Exam,"[2, 2, 2, 2, 2]"
800,Prior Assessment Test,"[0, 0, 1, 0, 0]"
800,AT17,{0: 0}
800,5,{}
800,AT12,{4: 2}
800,AT15,{0: 2}
800,AT20,"{2: 2, 3: 2}"
800,AT13,"{1: 0, 3: 2}"
800,AT16,{1: 2}
800,Final Exam,"[2, 2, 2, 2, 2]"
801,Prior Assessment Test,"[0, 0, 0, 0, 0]"
801,3,{}
801,7,{}
801,2,{}
801,3,{}
801,AT19,{3: 0}
801,6,{}
801,8,{}
801,AT20,"{2: 2, 3: 2}"
801,Final Exam,"[1, 2, 2, 2, 2]"
802,Prior Assessment Test,"[0, 0, 0, 0, 0]"
802,AT15,{0: 0}
802,AT13,"{1: 2, 3: 2}"
802,3,{}
802,8,{}
802,9,{}
802,AT12,{4: 1}
802,9,{}
802,AT12,{4: 2}
802,Final Exam,"[0, 2, 2, 2, 2]"
803,Prior Assessment Test,"[0, 1, 0, 1, 0]"
803,8,{}
803,5,{}
803,3,{}
803,10,{}
803,5,{}
803,1,{}
803,AT12,{4: 1}
803,AT20,"{2: 0, 3: 2}"
803,Final Exam,"[2, 2, 0, 2, 1]"
804,Prior Assessment Test,"[0, 0, 0, 1, 0]"
804,2,{}
804,AT18,"{1: 2, 4: 2}"
804,5,{}
804,AT20,"{2: 2, 3: 2}"
804,1,{}
804,1,{}
804,AT17,{0: 2}
804,Final Exam,"[2, 2, 2, 2, 2]"
805,Prior Assessment Test,"[0, 2, 0, 0, 0]"
805,AT15,{0: 2}
805,8,{}
805,AT18,"{1: 2, 4: 0}"
805,AT14,{3: 2}
805,9,{}
805,2,{}
805,AT20,"{2: 2, 3: 2}"
805,AT18,"{1: 2, 4: 1}"
805,Final Exam,"[2, 2, 2, 2, 1]"
806,Prior Assessment Test,"[0, 0, 1, 0, 0]"
806,2,{}
806,3,{}
806,AT15,{0: 0}
806,2,{}
806,AT12,{4: 2}
806,5,{}
806,AT13,"{1: 2, 3: 2}"
806,AT17,{0: 1}
